[4/22/23 11:21PM] Login. ip: 73.102.156.81, mac: M3NRKD00799911A20220911142824.000000-300, uuid: 86-1B-77-E1-56-13	
[4/22/23 11:26PM] DEFAULT|2223,3745,0|Said: Yello	
[4/22/23 11:35PM] Picked up gr.Item Lava bones, amount: 1	
[4/22/23 11:35PM] Picked up gr.Item Coin, amount: 100	
[4/22/23 11:39PM] Picked up gr.Item Lava bones, amount: 2	
[4/22/23 11:39PM] Picked up gr.Item Lava bones, amount: 1	
[4/22/23 11:39PM] Picked up gr.Item Coin, amount: 100	
[4/22/23 11:39PM] Picked up gr.Item Lava bones, amount: 4	
[4/22/23 11:40PM] Picked up gr.Item Lava bones, amount: 1	
[4/22/23 11:40PM] Picked up gr.Item Coin, amount: 100	
[4/22/23 11:40PM] Picked up gr.Item Coin, amount: 100	
[4/22/23 11:40PM] Picked up gr.Item Lava bones, amount: 1	
[4/22/23 11:40PM] Picked up gr.Item Lava bones, amount: 1	
[4/22/23 11:40PM] Picked up gr.Item Coin, amount: 100	
[4/22/23 11:40PM] Picked up gr.Item Lava bones, amount: 2	
[4/22/23 11:40PM] Picked up gr.Item Lava bones, amount: 2	
[4/22/23 11:40PM] Picked up gr.Item Lava bones, amount: 1	
[4/22/23 11:40PM] Picked up gr.Item Lava bones, amount: 1	
[4/22/23 11:42PM] Picked up gr.Item Lava bones, amount: 1	
[4/22/23 11:42PM] Picked up gr.Item Lava bones, amount: 2	
[4/22/23 11:42PM] Picked up gr.Item Lava bones, amount: 2	
[4/22/23 11:42PM] Picked up gr.Item Coin, amount: 200	
[4/22/23 11:42PM] Picked up gr.Item Lava bones, amount: 2	
[4/22/23 11:42PM] Picked up gr.Item Lava bones, amount: 2	
[4/22/23 11:42PM] Picked up gr.Item Lava bones, amount: 1	
[4/22/23 11:42PM] Picked up gr.Item Coin, amount: 200	
[4/22/23 11:43PM] Picked up gr.Item Coin, amount: 200	
[4/22/23 11:43PM] Picked up gr.Item Lava bones, amount: 2	
[4/22/23 11:43PM] Picked up gr.Item Coin, amount: 200	
[4/22/23 11:43PM] Picked up gr.Item Lava bones, amount: 2	
[4/22/23 11:43PM] Picked up gr.Item Lava bones, amount: 1	
[4/22/23 11:43PM] Picked up gr.Item Lava bones, amount: 1	
[4/22/23 11:43PM] Picked up gr.Item Coin, amount: 200	
[4/22/23 11:43PM] Picked up gr.Item Lava bones, amount: 2	
[4/22/23 11:43PM] Picked up gr.Item Coin, amount: 200	
[4/22/23 11:43PM] Picked up gr.Item Coin, amount: 200	
[4/22/23 11:43PM] Picked up gr.Item Lava bones, amount: 4	
[4/22/23 11:43PM] Picked up gr.Item Lava bones, amount: 2	
[4/22/23 11:44PM] Picked up gr.Item Lava bones, amount: 2	
[4/22/23 11:44PM] Picked up gr.Item Lava bones, amount: 2	
[4/22/23 11:44PM] Picked up gr.Item Coin, amount: 200	
[4/22/23 11:44PM] Picked up gr.Item Coin, amount: 200	
[4/22/23 11:44PM] Picked up gr.Item Lava bones, amount: 3	
[4/22/23 11:44PM] Picked up gr.Item Coin, amount: 200	
[4/22/23 11:44PM] Picked up gr.Item Lava bones, amount: 2	
[4/22/23 11:44PM] Picked up gr.Item Coin, amount: 200	
[4/22/23 11:44PM] Picked up gr.Item Coin, amount: 200	
[4/22/23 11:44PM] Picked up gr.Item Lava bones, amount: 4	
[4/22/23 11:44PM] Picked up gr.Item Coin, amount: 200	
[4/22/23 11:44PM] Picked up gr.Item Lava bones, amount: 6	
[4/22/23 11:45PM] Picked up gr.Item Coin, amount: 200	
[4/22/23 11:45PM] Picked up gr.Item Lava bones, amount: 3	
[4/22/23 11:45PM] Picked up gr.Item Lava bones, amount: 2	
[4/22/23 11:45PM] Picked up gr.Item Coin, amount: 200	
[4/22/23 11:45PM] Picked up gr.Item Lava bones, amount: 1	
[4/22/23 11:45PM] Picked up gr.Item Coin, amount: 200	
[4/22/23 11:45PM] Picked up gr.Item Lava bones, amount: 1	
[4/22/23 11:45PM] Picked up gr.Item Coin, amount: 200	
[4/22/23 11:45PM] Picked up gr.Item Lava bones, amount: 2	
[4/22/23 11:45PM] Picked up gr.Item Lava bones, amount: 2	
[4/22/23 11:45PM] Picked up gr.Item Coin, amount: 200	
[4/22/23 11:45PM] Picked up gr.Item Lava bones, amount: 1	
[4/22/23 11:45PM] Picked up gr.Item Lava bones, amount: 2	
[4/22/23 11:45PM] Picked up gr.Item Coin, amount: 200	
[4/22/23 11:46PM] Picked up gr.Item Lava bones, amount: 2	
[4/22/23 11:46PM] Picked up gr.Item Coin, amount: 200	
[4/22/23 11:46PM] Picked up gr.Item Lava bones, amount: 2	
[4/22/23 11:46PM] Picked up gr.Item Lava bones, amount: 1	
[4/22/23 11:46PM] Picked up gr.Item Coin, amount: 200	
[4/22/23 11:46PM] Picked up gr.Item Lava bones, amount: 2	
[4/22/23 11:46PM] Picked up gr.Item Coin, amount: 200	
[4/22/23 11:46PM] Picked up gr.Item Coin, amount: 200	
[4/22/23 11:46PM] Picked up gr.Item Lava bones, amount: 3	
[4/22/23 11:47PM] (CC) Help. Said: Whats max level on stats?	
[4/22/23 11:47PM] Picked up gr.Item Coin, amount: 300	
[4/22/23 11:47PM] Picked up gr.Item Lava bones, amount: 5	
[4/22/23 11:47PM] Picked up gr.Item Lava bones, amount: 3	
[4/22/23 11:47PM] Picked up gr.Item Coin, amount: 300	
[4/22/23 11:47PM] Picked up gr.Item Lava bones, amount: 1	
[4/22/23 11:47PM] Picked up gr.Item Coin, amount: 300	
[4/22/23 11:47PM] Picked up gr.Item Lava bones, amount: 2	
[4/22/23 11:47PM] Picked up gr.Item Coin, amount: 300	
[4/22/23 11:48PM] Picked up gr.Item Lava bones, amount: 2	
[4/22/23 11:48PM] Picked up gr.Item Coin, amount: 300	
[4/22/23 11:48PM] Picked up gr.Item Lava bones, amount: 1	
[4/22/23 11:48PM] Picked up gr.Item Coin, amount: 300	
[4/22/23 11:48PM] Picked up gr.Item Lava bones, amount: 1	
[4/22/23 11:48PM] Picked up gr.Item Coin, amount: 300	
[4/22/23 11:48PM] Picked up gr.Item Lava bones, amount: 2	
[4/22/23 11:48PM] Picked up gr.Item Coin, amount: 300	
[4/22/23 11:48PM] Picked up gr.Item Lava bones, amount: 1	
[4/22/23 11:48PM] Picked up gr.Item Lava bones, amount: 2	
[4/22/23 11:48PM] Picked up gr.Item Coin, amount: 300	
[4/22/23 11:48PM] Picked up gr.Item Lava bones, amount: 2	
[4/22/23 11:48PM] Picked up gr.Item Coin, amount: 300	
[4/22/23 11:48PM] Picked up gr.Item Lava bones, amount: 2	
[4/22/23 11:48PM] Picked up gr.Item Lava bones, amount: 2	
[4/22/23 11:48PM] Picked up gr.Item Lava bones, amount: 2	
[4/22/23 11:48PM] Picked up gr.Item Lava bones, amount: 1	
[4/22/23 11:48PM] Picked up gr.Item Lava bones, amount: 2	
[4/22/23 11:48PM] Picked up gr.Item Lava bones, amount: 2	
[4/22/23 11:49PM] Picked up gr.Item Coin, amount: 300	
[4/22/23 11:49PM] Picked up gr.Item Lava bones, amount: 1	
[4/22/23 11:49PM] Picked up gr.Item Coin, amount: 300	
[4/22/23 11:49PM] Picked up gr.Item Lava bones, amount: 5	
[4/22/23 11:49PM] Picked up gr.Item Lava bones, amount: 2	
[4/22/23 11:49PM] (CC) Help. Said: Whats the donator rank levels?	
[4/22/23 11:50PM] Picked up gr.Item Coin, amount: 300	
[4/22/23 11:50PM] Picked up gr.Item Lava bones, amount: 2	
[4/22/23 11:50PM] Picked up gr.Item Coin, amount: 300	
[4/22/23 11:50PM] Picked up gr.Item Lava bones, amount: 2	
[4/22/23 11:50PM] Picked up gr.Item Coin, amount: 300	
[4/22/23 11:50PM] Picked up gr.Item Lava bones, amount: 2	
[4/22/23 11:50PM] Picked up gr.Item Coin, amount: 300	
[4/22/23 11:50PM] Picked up gr.Item Lava bones, amount: 4	
[4/22/23 11:50PM] (CC) Help. Said: Thats insane bro lmao	
[4/22/23 11:50PM] Picked up gr.Item Lava bones, amount: 1	
[4/22/23 11:50PM] Picked up gr.Item Coin, amount: 300	
[4/22/23 11:51PM] Picked up gr.Item Lava bones, amount: 2	
[4/22/23 11:51PM] Picked up gr.Item Coin, amount: 300	
[4/22/23 11:51PM] Picked up gr.Item Coin, amount: 300	
[4/22/23 11:51PM] Picked up gr.Item Lava bones, amount: 2	
[4/22/23 11:51PM] Picked up gr.Item Coin, amount: 300	
[4/22/23 11:51PM] Picked up gr.Item Lava bones, amount: 1	
[4/22/23 11:51PM] Picked up gr.Item Coin, amount: 600	
[4/22/23 11:51PM] Picked up gr.Item Lava bones, amount: 3	
[4/22/23 11:52PM] (CC) Help. Said: Whats the different staff crowns im seeing?	
[4/22/23 11:52PM] Picked up gr.Item Coin, amount: 300	
[4/22/23 11:52PM] Picked up gr.Item Lava bones, amount: 2	
[4/22/23 11:52PM] Picked up gr.Item Coin, amount: 300	
[4/22/23 11:52PM] Picked up gr.Item Lava bones, amount: 2	
[4/22/23 11:52PM] (CC) Help. Said: Gotcha. thanks	
[4/22/23 11:52PM] Picked up gr.Item Lava bones, amount: 3	
[4/22/23 11:52PM] Picked up gr.Item Lava bones, amount: 2	
[4/22/23 11:52PM] Picked up gr.Item Lava bones, amount: 1	
[4/22/23 11:53PM] Picked up gr.Item Coin, amount: 300	
[4/22/23 11:53PM] Picked up gr.Item Lava bones, amount: 1	
[4/22/23 11:53PM] Picked up gr.Item Lava bones, amount: 1	
[4/22/23 11:53PM] Picked up gr.Item Lava bones, amount: 1	
[4/22/23 11:53PM] Picked up gr.Item Coin, amount: 300	
[4/22/23 11:53PM] Picked up gr.Item Coin, amount: 300	
[4/22/23 11:54PM] Picked up gr.Item Coin, amount: 300	
[4/22/23 11:54PM] Picked up gr.Item Coin, amount: 300	
[4/22/23 11:54PM] Picked up gr.Item Lava bones, amount: 5	
[4/22/23 11:54PM] Picked up gr.Item Coin, amount: 300	
[4/22/23 11:54PM] Picked up gr.Item Lava bones, amount: 1	
[4/22/23 11:54PM] Picked up gr.Item Coin, amount: 300	
[4/22/23 11:54PM] Picked up gr.Item Lava bones, amount: 1	
[4/22/23 11:54PM] Picked up gr.Item Lava bones, amount: 1	
[4/22/23 11:55PM] Picked up gr.Item Lava bones, amount: 1	
[4/22/23 11:55PM] Picked up gr.Item Lava bones, amount: 1	
[4/22/23 11:55PM] Picked up gr.Item Coin, amount: 800	
[4/22/23 11:55PM] Picked up gr.Item Lava bones, amount: 3	
[4/22/23 11:55PM] Picked up gr.Item Lava bones, amount: 2	
[4/22/23 11:55PM] Picked up gr.Item Lava bones, amount: 1	
[4/22/23 11:55PM] Picked up gr.Item Coin, amount: 400	
[4/22/23 11:55PM] Picked up gr.Item Lava bones, amount: 2	
[4/22/23 11:55PM] Picked up gr.Item Lava bones, amount: 1	
[4/22/23 11:56PM] Picked up gr.Item Coin, amount: 1200	
[4/22/23 11:56PM] Picked up gr.Item Lava bones, amount: 10	
[4/22/23 11:57PM] Picked up gr.Item Lava bones, amount: 9	
[4/22/23 11:57PM] Picked up gr.Item Coin, amount: 1200	
[4/22/23 11:57PM] Picked up gr.Item Blurite Body, amount: 1	
[4/22/23 11:58PM] Picked up gr.Item Coin, amount: 1200	
[4/22/23 11:58PM] Picked up gr.Item Lava bones, amount: 11	
[4/22/23 11:58PM] Picked up gr.Item Lava bones, amount: 10	
[4/22/23 11:58PM] Picked up gr.Item Coin, amount: 1600	
[4/23/23 12:01AM] Picked up gr.Item Coin, amount: 1500	
[4/23/23 12:01AM] Picked up gr.Item Coin, amount: 500	
[4/23/23 12:01AM] Picked up gr.Item Coin, amount: 1000	
[4/23/23 12:01AM] Picked up gr.Item Coin, amount: 1000	
[4/23/23 12:01AM] Picked up gr.Item Coin, amount: 500	
[4/23/23 12:01AM] Picked up gr.Item Lava bones, amount: 5	
[4/23/23 12:02AM] Picked up gr.Item Lava bones, amount: 5	
[4/23/23 12:02AM] Picked up gr.Item Coin, amount: 500	
[4/23/23 12:02AM] Picked up gr.Item Coin, amount: 500	
[4/23/23 12:02AM] Picked up gr.Item Coin, amount: 500	
[4/23/23 12:02AM] Picked up gr.Item Coin, amount: 500	
[4/23/23 12:02AM] Picked up gr.Item Coin, amount: 500	
[4/23/23 12:02AM] Picked up gr.Item Lava bones, amount: 5	
[4/23/23 12:02AM] Picked up gr.Item Lava bones, amount: 4	
[4/23/23 12:04AM] Picked up gr.Item Lava bones, amount: 50	
[4/23/23 12:04AM] GLOBAL_BOSS|2141,5016,8|Said: Got lava bones.	
[4/23/23 12:04AM] GLOBAL_BOSS|2141,5016,8|Said: Thats it?	
[4/23/23 12:06AM] Picked up gr.Item Coin, amount: 500	
[4/23/23 12:06AM] Picked up gr.Item Lava bones, amount: 1	
[4/23/23 12:06AM] Picked up gr.Item Lava bones, amount: 1	
[4/23/23 12:06AM] Picked up gr.Item Coin, amount: 500	
[4/23/23 12:06AM] Picked up gr.Item Lava bones, amount: 1	
[4/23/23 09:58AM] Login. ip: 73.102.156.81, mac: M3NRKD00799911A20220911142824.000000-300, uuid: 86-1B-77-E1-56-13	
[4/23/23 09:59AM] Picked up gr.Item Coin, amount: 500	
[4/23/23 10:00AM] Picked up gr.Item Coin, amount: 500	
[4/23/23 10:00AM] Picked up gr.Item Lava bones, amount: 1	
[4/23/23 10:00AM] Picked up gr.Item Lava bones, amount: 1	
[4/23/23 10:02AM] PROGRESSION_ZONES|3037,10280,16|Said: ""home	
[4/23/23 10:17AM] DEFAULT|2228,3730,0|Said: :;drops	
[4/23/23 10:26AM] Picked up gr.Item Coin, amount: 1540158	
[4/23/23 10:26AM] Picked up gr.Item Lava bones, amount: 25	
[4/26/23 02:16PM] Login. ip: 73.102.156.81, mac: M3NRKD00799911A20220911142824.000000-300, uuid: 86-1B-77-E1-56-13	
[4/26/23 02:17PM] Login. ip: 73.102.156.81, mac: M3NRKD00799911A20220911142824.000000-300, uuid: 86-1B-77-E1-56-13	
[4/26/23 02:23PM] (CC) Help. Said: Yo my account was rolled back a shit ton wtf	
[4/26/23 05:09PM] Login. ip: 73.102.156.81, mac: M3NRKD00799911A20220911142824.000000-300, uuid: 86-1B-77-E1-56-13	
[4/27/23 12:43AM] Login. ip: 73.102.156.81, mac: M3NRKD00799911A20220911142824.000000-300, uuid: 86-1B-77-E1-56-13	
