[4/16/23 09:47AM] Player received drop: x1 Saiyan God Hair, id: 22132, amount: 1, from: Golden Great Ape	
[4/16/23 06:08PM] Player received drop: x1 Unknown Mace, id: 9940, amount: 1, from: Miscreation	
[4/16/23 06:27PM] Player received drop: x1 Titan Helm, id: 8803, amount: 1, from: Avatar Titan	
[4/16/23 06:38PM] Player received drop: x1 Titan Chaps, id: 8805, amount: 1, from: Avatar Titan	
[4/16/23 06:48PM] Player received drop: x1 Lust Poncho, id: 8807, amount: 1, from: Zorbak	
[4/16/23 06:48PM] Player received drop: x1 Lust Poncho, id: 8807, amount: 1, from: Zorbak	
[4/16/23 06:51PM] Player received drop: x1 Lust Visor, id: 8806, amount: 1, from: Zorbak	
[4/16/23 06:57PM] Player received drop: x1 Godly Cape, id: 1485, amount: 1, from: Death God	
[4/16/23 07:10PM] Player received drop: x1 Emerald Coif, id: 11001, amount: 1, from: Emerald Slayer	
[4/16/23 07:30PM] Player received drop: x1 Emerald Chaps, id: 11003, amount: 1, from: Emerald Slayer	
[4/16/23 08:07PM] Player received drop: x1 Gold Helm, id: 11183, amount: 1, from: Golden Golem	
[4/16/23 08:15PM] Player received drop: x1 Gold Body, id: 11184, amount: 1, from: Golden Golem	
[4/16/23 09:47PM] Player received drop: x1 Champion Body, id: 16023, amount: 1, from: Bowser	
[4/16/23 10:00PM] Player received drop: x1 Rogue Legs, id: 22125, amount: 1, from: Sasuke	
[4/16/23 11:02PM] Player received drop: x1 Executive Bow, id: 5012, amount: 1, from: Gorvek	
[4/17/23 08:18AM] Player received drop: x1 Obsidian Crossbow Off-Hand, id: 23067, amount: 1, from: Asmodeus	
[4/18/23 01:37AM] Player received drop: x1 Malvek Legs, id: 19158, amount: 1, from: Malvek	
[4/18/23 02:32AM] Player received drop: x1 Black platebody (h3), id: 19487, amount: 1, from: Zeidan Grimm	
[4/18/23 04:45AM] Player received drop: x1 Varth Bow, id: 22148, amount: 1, from: Varthramoth	
[4/18/23 10:55PM] Player received drop: x1 Lucifer body, id: 22101, amount: 1, from: Lucifer	
[4/18/23 11:41PM] Player received drop: x1 Demon Bow, id: 22134, amount: 1, from: Nine Tails	
[4/19/23 12:04AM] Player received drop: x1 Evil Gloves, id: 14323, amount: 1, from: Calamity	
[4/20/23 08:21AM] Player received drop: x1 Sovereignty prayer scroll, id: 23169, amount: 1, from: Final Boss Veigar	
[4/24/23 02:52PM] Player received drop: x10 Counter Token, id: 13650, amount: 10, from: Black Goku	
[4/25/23 07:37AM] Player received drop: x1 X1.5 Damage Perk, id: 4442, amount: 1, from: Golden Great Ape	
[4/25/23 08:48AM] Player received drop: x10 Counter Token, id: 13650, amount: 10, from: Black Goku	
[4/25/23 08:50AM] Player received drop: x10 Counter Token, id: 13650, amount: 10, from: Black Goku	
[4/25/23 09:02AM] Player received drop: x10 Counter Token, id: 13650, amount: 10, from: Black Goku	
[4/25/23 09:03AM] Player received drop: x1 Black Goku Body, id: 14446, amount: 1, from: Black Goku	
[4/25/23 09:04AM] Player received drop: x10 Counter Token, id: 13650, amount: 10, from: Black Goku	
[4/25/23 09:06AM] Player received drop: x10 Counter Token, id: 13650, amount: 10, from: Black Goku	
[4/25/23 01:30PM] Player received drop: x20 Counter Token, id: 13650, amount: 20, from: Black Goku	
