[4/17/23 03:08PM] Player received drop: x1 Doom Legs, id: 15933, amount: 1, from: Doomwatcher	
[4/17/23 06:25PM] Player received drop: x1 Unknown Body, id: 21043, amount: 1, from: Miscreation	
[4/17/23 07:53PM] Player received drop: x1 Titan Helm, id: 8803, amount: 1, from: Avatar Titan	
[4/18/23 01:01AM] Player received drop: x1 Antique Boots, id: 8820, amount: 1, from: Avalon	
[4/18/23 01:14PM] Player received drop: x1 Solar Robe Top, id: 15646, amount: 1, from: Sanctum Golem	
[4/18/23 11:24PM] Player received drop: x1 Lust Legging, id: 8808, amount: 1, from: Zorbak	
[4/19/23 03:01PM] Player received drop: x1 Nite Hammer Off-Hand, id: 17700, amount: 1, from: Dragonite	
[4/19/23 06:59PM] Player received drop: x1 Obsidian Body, id: 23062, amount: 1, from: Asmodeus	
[4/19/23 07:04PM] Player received drop: x1 Obsidian Helm, id: 23061, amount: 1, from: Asmodeus	
[4/20/23 06:45AM] Player received drop: x1 Malvek Katana, id: 14018, amount: 1, from: Malvek	
[4/20/23 09:33AM] Player received drop: x1 Rune platebody (h2), id: 19486, amount: 1, from: Onyx Griffin	
[4/20/23 11:23AM] Player received drop: x1 Majestic Box, id: 15004, amount: 1, from: Meruem The King	
[4/21/23 07:27AM] Player received drop: x1 Black platebody (h3), id: 19487, amount: 1, from: Zeidan Grimm	
[4/21/23 09:22AM] Player received drop: x1 Solar Hood, id: 15645, amount: 1, from: Sanctum Golem	
[4/21/23 11:42AM] Player received drop: x1 White Wand, id: 22167, amount: 1, from: White Beard	
[4/21/23 12:40PM] Player received drop: x1 Agumon Boots, id: 22158, amount: 1, from: Agumon	
[4/21/23 02:07PM] Player received drop: x1 Agumon Aura, id: 22160, amount: 1, from: Agumon	
[4/21/23 03:09PM] Player received drop: x1 Sanctum Golem Pet, id: 19481, amount: 1, from: Sanctum Golem	
[4/21/23 03:14PM] Player received drop: x1 Solar Robe Top, id: 15646, amount: 1, from: Sanctum Golem	
[4/21/23 03:14PM] Player received drop: x1 Solar Robe Top, id: 15646, amount: 1, from: Sanctum Golem	
[4/21/23 03:26PM] Player received drop: x1 Solar Robe Bottom, id: 15647, amount: 1, from: Sanctum Golem	
[4/21/23 03:28PM] Player received drop: x1 Solar Hood, id: 15645, amount: 1, from: Sanctum Golem	
[4/21/23 03:39PM] Player received drop: x1 Solar Hood, id: 15645, amount: 1, from: Sanctum Golem	
[4/21/23 03:48PM] Player received drop: x1 Solar Staff, id: 22135, amount: 1, from: Sanctum Golem	
[4/21/23 03:48PM] Player received drop: x1 Solar Robe Top, id: 15646, amount: 1, from: Sanctum Golem	
[4/21/23 03:58PM] Player received drop: x1 Sanctum Golem Pet, id: 19481, amount: 1, from: Sanctum Golem	
[4/21/23 04:00PM] Player received drop: x1 Solar Staff, id: 22135, amount: 1, from: Sanctum Golem	
[4/21/23 04:01PM] Player received drop: x1 Solar Robe Bottom, id: 15647, amount: 1, from: Sanctum Golem	
[4/21/23 04:05PM] Player received drop: x1 Solar Robe Bottom, id: 15647, amount: 1, from: Sanctum Golem	
[4/21/23 10:30PM] Player received drop: x1 Evil Helm, id: 14325, amount: 1, from: Calamity	
[4/21/23 11:11PM] Player received drop: x1 White Wings, id: 22166, amount: 1, from: White Beard	
[4/21/23 11:25PM] Player received drop: x1 White Legs, id: 22164, amount: 1, from: White Beard	
[4/22/23 12:25AM] Player received drop: x1 Blood Body, id: 8814, amount: 1, from: Zeidan Grimm	
[4/22/23 07:38AM] Player received drop: x1 Solar Robe Top, id: 15646, amount: 1, from: Sanctum Golem	
[4/22/23 07:40AM] Player received drop: x1 Solar Staff, id: 22135, amount: 1, from: Sanctum Golem	
[4/22/23 07:50AM] Player received drop: x1 Sanctum Golem Pet, id: 19481, amount: 1, from: Sanctum Golem	
[4/22/23 07:59AM] Player received drop: x1 Solar Robe Bottom, id: 15647, amount: 1, from: Sanctum Golem	
[4/22/23 08:04AM] Player received drop: x1 Sanctum Golem Pet, id: 19481, amount: 1, from: Sanctum Golem	
[4/22/23 08:08AM] Player received drop: x1 Solar Hood, id: 15645, amount: 1, from: Sanctum Golem	
[4/22/23 08:17AM] Player received drop: x1 Sanctum Golem Pet, id: 19481, amount: 1, from: Sanctum Golem	
[4/22/23 08:25AM] Player received drop: x1 Solar Robe Top, id: 15646, amount: 1, from: Sanctum Golem	
[4/22/23 08:42AM] Player received drop: x1 Sanctum Golem Pet, id: 19481, amount: 1, from: Sanctum Golem	
[4/22/23 09:01AM] Player received drop: x1 Sanctum Golem Pet, id: 19481, amount: 1, from: Sanctum Golem	
[4/22/23 09:12AM] Player received drop: x1 Solar Robe Top, id: 15646, amount: 1, from: Sanctum Golem	
[4/22/23 09:13AM] Player received drop: x1 Solar Staff, id: 22135, amount: 1, from: Sanctum Golem	
[4/22/23 09:13AM] Player received drop: x1 Solar Hood, id: 15645, amount: 1, from: Sanctum Golem	
[4/22/23 11:05AM] Player received drop: x1 Frieza Claws, id: 17702, amount: 1, from: Frieza	
[4/22/23 11:34AM] Player received drop: x1 $25 Bond, id: 23058, amount: 1, from: Nine Tails	
[4/22/23 02:56PM] Player received drop: x1 Soldier Body, id: 23076, amount: 1, from: Panther	
[4/22/23 04:08PM] Player received drop: x1 Elite Staff, id: 8412, amount: 1, from: Goku	
[4/22/23 09:09PM] Player received drop: x1 Goku Gloves, id: 13326, amount: 1, from: Goku	
[4/23/23 01:08AM] Player received drop: x1 Goku Body, id: 13324, amount: 1, from: Goku	
[4/23/23 07:00AM] Player received drop: x10 Counter Token, id: 13650, amount: 10, from: Black Goku	
[4/23/23 07:21AM] Player received drop: x20 Counter Token, id: 13650, amount: 20, from: Black Goku	
[4/23/23 07:34AM] Player received drop: x10 Counter Token, id: 13650, amount: 10, from: Black Goku	
[4/23/23 07:51AM] Player received drop: x10 Counter Token, id: 13650, amount: 10, from: Black Goku	
