[4/17/23 11:39AM] Player received drop: x1 Antique Legs, id: 8818, amount: 1, from: Avalon	
[4/17/23 12:29PM] Player received drop: x1 Antique Helm, id: 8816, amount: 1, from: Avalon	
[4/17/23 12:51PM] Player received drop: x1 Antique Bow, id: 23144, amount: 1, from: Eragon	
[4/17/23 01:14PM] Player received drop: x1 Antique Staff, id: 23145, amount: 1, from: Eragon	
[4/17/23 01:46PM] Player received drop: x1 Doom Legs, id: 15933, amount: 1, from: Doomwatcher	
[4/17/23 04:12PM] Player received drop: x1 Unknown Boots, id: 21047, amount: 1, from: Miscreation	
[4/17/23 04:20PM] Player received drop: x1 Unknown Gloves, id: 21046, amount: 1, from: Miscreation	
[4/17/23 04:44PM] Player received drop: x1 Unknown Mace, id: 9940, amount: 1, from: Miscreation	
[4/17/23 05:24PM] Player received drop: x1 Titan Helm, id: 8803, amount: 1, from: Avatar Titan	
[4/17/23 05:48PM] Player received drop: x1 Titan Helm, id: 8803, amount: 1, from: Avatar Titan	
[4/17/23 06:07PM] Player received drop: x1 Lust Visor, id: 8806, amount: 1, from: Zorbak	
[4/17/23 06:38PM] Player received drop: x1 Lust Poncho, id: 8807, amount: 1, from: Zorbak	
[4/17/23 06:42PM] Player received drop: x1 Lust Visor, id: 8806, amount: 1, from: Zorbak	
[4/17/23 06:49PM] Player received drop: x1 Lust Visor, id: 8806, amount: 1, from: Zorbak	
[4/17/23 07:27PM] Player received drop: x1 Godly Helm, id: 14050, amount: 1, from: Death God	
[4/17/23 07:29PM] Player received drop: x1 Godly Helm, id: 14050, amount: 1, from: Death God	
[4/17/23 07:42PM] Player received drop: x1 Godly Legs, id: 14052, amount: 1, from: Death God	
[4/17/23 07:43PM] Player received drop: x1 Godly Helm, id: 14050, amount: 1, from: Death God	
[4/17/23 09:06PM] Player received drop: x1 Emerald Chaps, id: 11003, amount: 1, from: Emerald Slayer	
[4/17/23 09:09PM] Player received drop: x1 Emerald Body, id: 11002, amount: 1, from: Emerald Slayer	
[4/17/23 10:03PM] Player received drop: x1 Gold Glaive, id: 7014, amount: 1, from: Golden Golem	
[4/18/23 02:53PM] Player received drop: x1 Zircon (Ranger), id: 23093, amount: 1, from: Luffy	
[4/18/23 04:54PM] Player received drop: x1 Doom Aura, id: 12614, amount: 1, from: Doomwatcher	
[4/18/23 06:10PM] Player received drop: x1 Rogue Boots, id: 22122, amount: 1, from: Sasuke	
[4/18/23 06:18PM] Player received drop: x1 Rogue Body, id: 17596, amount: 1, from: Sasuke	
[4/18/23 06:30PM] Player received drop: x1 Rogue Legs, id: 22125, amount: 1, from: Sasuke	
[4/18/23 07:45PM] Player received drop: x1 X1.5 Damage Perk, id: 4442, amount: 1, from: Golden Great Ape	
[4/18/23 09:39PM] Player received drop: x1 Gorvek Pet, id: 23081, amount: 1, from: Gorvek	
[4/18/23 09:46PM] Player received drop: x1 $25 Bond, id: 23058, amount: 1, from: Nine Tails	
