[4/15/23 08:30PM] Player received drop: x1 Warlock prayer scroll, id: 23167, amount: 1, from: Final Boss Veigar	
[4/17/23 12:12PM] Player received drop: x1 Demon Bow, id: 22134, amount: 1, from: Nine Tails	
[4/17/23 02:10PM] Player received drop: x1 Titan Chaps, id: 8805, amount: 1, from: Avatar Titan	
[4/17/23 02:37PM] Player received drop: x1 Titan Chaps, id: 8805, amount: 1, from: Avatar Titan	
[4/17/23 02:42PM] Player received drop: x1 Lust Staff, id: 8809, amount: 1, from: Zorbak	
[4/17/23 02:50PM] Player received drop: x1 Titan Chaps, id: 8805, amount: 1, from: Avatar Titan	
[4/17/23 02:51PM] Player received drop: x1 Titan Chaps, id: 8805, amount: 1, from: Avatar Titan	
[4/17/23 03:57PM] Player received drop: x1 Emerald Body, id: 11002, amount: 1, from: Emerald Slayer	
[4/17/23 04:52PM] Player received drop: x1 Champion Whip, id: 15888, amount: 1, from: Bowser	
[4/17/23 04:58PM] Player received drop: x1 Lust Visor, id: 8806, amount: 1, from: Zorbak	
[4/17/23 05:10PM] Player received drop: x1 Emerald Crossbow, id: 8088, amount: 1, from: Emerald Slayer	
[4/17/23 05:19PM] Player received drop: x1 Emerald Coif, id: 11001, amount: 1, from: Emerald Slayer	
[4/17/23 05:19PM] Player received drop: x1 Emerald Crossbow, id: 8088, amount: 1, from: Emerald Slayer	
[4/17/23 05:25PM] Player received drop: x1 Emerald Body, id: 11002, amount: 1, from: Emerald Slayer	
[4/17/23 05:29PM] Player received drop: x1 Emerald Body, id: 11002, amount: 1, from: Emerald Slayer	
[4/18/23 01:09PM] Player received drop: x1 Executive Cape, id: 9939, amount: 1, from: Gorvek	
[4/20/23 02:00PM] Player received drop: x1 Godly Bow, id: 21018, amount: 1, from: Death God	
[4/20/23 02:03PM] Player received drop: x1 Godly Gloves, id: 14055, amount: 1, from: Death God	
[4/20/23 02:20PM] Player received drop: x1 Sovereignty prayer scroll, id: 23169, amount: 1, from: Final Boss Veigar	
[4/20/23 02:24PM] Player received drop: x1 Godly Legs, id: 14052, amount: 1, from: Death God	
[4/21/23 08:21AM] Player received drop: x1 Godly Body, id: 14051, amount: 1, from: Death God	
[4/21/23 08:22AM] Player received drop: x1 Godly Helm, id: 14050, amount: 1, from: Death God	
[4/21/23 08:35AM] Player received drop: x1 Majestic Box, id: 15004, amount: 1, from: Meruem The King	
[4/21/23 08:53AM] Player received drop: x1 Gold Boots, id: 11182, amount: 1, from: Golden Golem	
[4/21/23 08:54AM] Player received drop: x1 Gold Legs, id: 11179, amount: 1, from: Golden Golem	
[4/21/23 09:04AM] Player received drop: x1 Gold Legs, id: 11179, amount: 1, from: Golden Golem	
[4/21/23 09:22AM] Player received drop: x1 Gold Legs, id: 11179, amount: 1, from: Golden Golem	
[4/21/23 09:35AM] Player received drop: x1 Zircon (Warrior), id: 23094, amount: 1, from: Luffy	
[4/21/23 09:38AM] Player received drop: x1 Saint Body, id: 21029, amount: 1, from: Broly	
[4/21/23 10:46AM] Player received drop: x1 Champion Boots, id: 16272, amount: 1, from: Bowser	
[4/21/23 11:01AM] Player received drop: x1 Champion Body, id: 16023, amount: 1, from: Bowser	
[4/21/23 02:15PM] Player received drop: x1 Solar Robe Bottom, id: 15647, amount: 1, from: Sanctum Golem	
[4/21/23 02:38PM] Player received drop: x1 Solar Staff, id: 22135, amount: 1, from: Sanctum Golem	
[4/21/23 02:39PM] Player received drop: x1 Solar Robe Top, id: 15646, amount: 1, from: Sanctum Golem	
[4/21/23 02:57PM] Player received drop: x1 Solar Hood, id: 15645, amount: 1, from: Sanctum Golem	
[4/21/23 03:00PM] Player received drop: x1 Solar Hood, id: 15645, amount: 1, from: Sanctum Golem	
[4/21/23 03:16PM] Player received drop: x1 Sanctum Golem Pet, id: 19481, amount: 1, from: Sanctum Golem	
[4/21/23 03:37PM] Player received drop: x1 Solar Staff, id: 22135, amount: 1, from: Sanctum Golem	
[4/21/23 04:41PM] Player received drop: x1 Nite Helm, id: 17614, amount: 1, from: Dragonite	
[4/22/23 01:22AM] Player received drop: x1 Solar Robe Bottom, id: 15647, amount: 1, from: Sanctum Golem	
[4/22/23 10:28AM] Player received drop: x1 Solar Hood, id: 15645, amount: 1, from: Sanctum Golem	
[4/22/23 10:29AM] Player received drop: x1 Solar Staff, id: 22135, amount: 1, from: Sanctum Golem	
[4/23/23 10:51AM] Player received drop: x1 Antique Legs, id: 8818, amount: 1, from: Avalon	
[4/23/23 10:52AM] Player received drop: x1 Antique Body, id: 8817, amount: 1, from: Avalon	
[4/23/23 10:53AM] Player received drop: x1 Antique Body, id: 8817, amount: 1, from: Avalon	
[4/23/23 10:59AM] Player received drop: x1 Antique Gloves, id: 8819, amount: 1, from: Avalon	
[4/23/23 10:59AM] Player received drop: x1 Antique Helm, id: 8816, amount: 1, from: Avalon	
[4/23/23 11:11AM] Player received drop: x1 Doom Aura, id: 12614, amount: 1, from: Doomwatcher	
[4/23/23 11:13AM] Player received drop: x1 Doom Body, id: 16021, amount: 1, from: Doomwatcher	
[4/23/23 11:14AM] Player received drop: x1 Doom Legs, id: 15933, amount: 1, from: Doomwatcher	
[4/23/23 11:15AM] Player received drop: x1 Doom Body, id: 16021, amount: 1, from: Doomwatcher	
[4/23/23 12:13PM] Player received drop: x1 Solar Staff, id: 22135, amount: 1, from: Sanctum Golem	
[4/23/23 12:21PM] Player received drop: x1 Solar Robe Bottom, id: 15647, amount: 1, from: Sanctum Golem	
[4/23/23 12:26PM] Player received drop: x1 Solar Robe Top, id: 15646, amount: 1, from: Sanctum Golem	
[4/23/23 12:26PM] Player received drop: x1 Solar Robe Bottom, id: 15647, amount: 1, from: Sanctum Golem	
[4/23/23 12:39PM] Player received drop: x1 Solar Robe Bottom, id: 15647, amount: 1, from: Sanctum Golem	
[4/23/23 12:47PM] Player received drop: x1 Solar Staff, id: 22135, amount: 1, from: Sanctum Golem	
[4/23/23 01:42PM] Player received drop: x1 Rogue Body, id: 17596, amount: 1, from: Sasuke	
[4/23/23 01:43PM] Player received drop: x1 Rogue Sword, id: 22127, amount: 1, from: Sasuke	
[4/23/23 01:43PM] Player received drop: x1 Rogue Gloves, id: 22123, amount: 1, from: Sasuke	
[4/23/23 01:44PM] Player received drop: x1 Rogue Sword, id: 22127, amount: 1, from: Sasuke	
[4/23/23 01:50PM] Player received drop: x1 Rogue Aura, id: 12610, amount: 1, from: Sasuke	
[4/23/23 01:52PM] Player received drop: x1 Rogue Sword, id: 22127, amount: 1, from: Sasuke	
