[4/17/23 11:33AM] Player received drop: x1 $25 Bond, id: 23058, amount: 1, from: Nine Tails	
[4/17/23 11:45AM] Player received drop: x1 Titan Helm, id: 8803, amount: 1, from: Avatar Titan	
[4/18/23 09:57AM] Player received drop: x1 Emerald Crossbow, id: 8088, amount: 1, from: Emerald Slayer	
[4/18/23 11:36AM] Player received drop: x1 Titan Chaps, id: 8805, amount: 1, from: Avatar Titan	
[4/18/23 11:44AM] Player received drop: x1 Godly Legs, id: 14052, amount: 1, from: Death God	
[4/21/23 10:08AM] Player received drop: x1 Adamant platebody (h3), id: 19488, amount: 1, from: Ag'Thomoth	
[4/21/23 10:44AM] Player received drop: x1 Lust Staff, id: 8809, amount: 1, from: Zorbak	
[4/21/23 10:45AM] Player received drop: x1 Lust Staff, id: 8809, amount: 1, from: Zorbak	
[4/21/23 11:14AM] Player received drop: x1 Nite Helm, id: 17614, amount: 1, from: Dragonite	
[4/21/23 02:50PM] Player received drop: x1 Gold Boots, id: 11182, amount: 1, from: Golden Golem	
[4/21/23 02:55PM] Player received drop: x1 Saint Helm, id: 21028, amount: 1, from: Broly	
[4/21/23 03:23PM] Player received drop: x1 Zircon (Warrior), id: 23094, amount: 1, from: Luffy	
[4/21/23 03:45PM] Player received drop: x1 Gold Body, id: 11184, amount: 1, from: Golden Golem	
[4/21/23 08:28PM] Player received drop: x1 Sanctum Golem Pet, id: 19481, amount: 1, from: Sanctum Golem	
[4/21/23 08:44PM] Player received drop: x1 Sanctum Golem Pet, id: 19481, amount: 1, from: Sanctum Golem	
[4/21/23 08:56PM] Player received drop: x1 Solar Robe Bottom, id: 15647, amount: 1, from: Sanctum Golem	
[4/21/23 09:28PM] Player received drop: x1 Solar Staff, id: 22135, amount: 1, from: Sanctum Golem	
[4/21/23 09:28PM] Player received drop: x1 Solar Hood, id: 15645, amount: 1, from: Sanctum Golem	
[4/21/23 11:04PM] Player received drop: x1 Solar Hood, id: 15645, amount: 1, from: Sanctum Golem	
[4/21/23 11:44PM] Player received drop: x1 Godly Boots, id: 14053, amount: 1, from: Death God	
[4/21/23 11:45PM] Player received drop: x1 Godly Gloves, id: 14055, amount: 1, from: Death God	
[4/21/23 11:49PM] Player received drop: x1 Obsidian Aura, id: 12612, amount: 1, from: Asmodeus	
[4/21/23 11:59PM] Player received drop: x1 Black platebody (h2), id: 19484, amount: 1, from: Asmodeus	
[4/22/23 07:41AM] Player received drop: x1 Solar Staff, id: 22135, amount: 1, from: Sanctum Golem	
[4/22/23 07:41AM] Player received drop: x1 Solar Robe Bottom, id: 15647, amount: 1, from: Sanctum Golem	
[4/22/23 08:11AM] Player received drop: x1 Sanctum Golem Pet, id: 19481, amount: 1, from: Sanctum Golem	
[4/22/23 08:14AM] Player received drop: x1 Solar Robe Top, id: 15646, amount: 1, from: Sanctum Golem	
[4/22/23 08:24AM] Player received drop: x1 Solar Staff, id: 22135, amount: 1, from: Sanctum Golem	
[4/22/23 08:28AM] Player received drop: x1 Solar Robe Top, id: 15646, amount: 1, from: Sanctum Golem	
[4/22/23 08:30AM] Player received drop: x1 Solar Robe Top, id: 15646, amount: 1, from: Sanctum Golem	
[4/22/23 08:41AM] Player received drop: x1 Solar Staff, id: 22135, amount: 1, from: Sanctum Golem	
[4/22/23 11:09AM] Player received drop: x1 Solar Robe Bottom, id: 15647, amount: 1, from: Sanctum Golem	
[4/22/23 11:12AM] Player received drop: x1 Solar Robe Bottom, id: 15647, amount: 1, from: Sanctum Golem	
[4/22/23 11:25AM] Player received drop: x1 Virtuos Relic, id: 14307, amount: 1, from: Virtuoso	
[4/22/23 11:27AM] Player received drop: x1 Virtuos Helm, id: 14202, amount: 1, from: Virtuoso	
[4/22/23 11:34AM] Player received drop: x1 $25 Bond, id: 23058, amount: 1, from: Nine Tails	
[4/22/23 11:39AM] Player received drop: x1 Virtuos Body, id: 14204, amount: 1, from: Virtuoso	
[4/22/23 12:53PM] Player received drop: x1 Godly Bow, id: 21018, amount: 1, from: Death God	
[4/22/23 12:58PM] Player received drop: x1 Rogue Gloves, id: 22123, amount: 1, from: Sasuke	
[4/22/23 01:00PM] Player received drop: x1 Saint Legs, id: 21030, amount: 1, from: Broly	
[4/22/23 01:25PM] Player received drop: x1 White Wings, id: 22166, amount: 1, from: White Beard	
[4/22/23 01:51PM] Player received drop: x1 Solar Hood, id: 15645, amount: 1, from: Sanctum Golem	
[4/22/23 01:52PM] Player received drop: x1 Solar Hood, id: 15645, amount: 1, from: Sanctum Golem	
[4/22/23 01:57PM] Player received drop: x1 Solar Hood, id: 15645, amount: 1, from: Sanctum Golem	
[4/22/23 02:00PM] Player received drop: x1 Solar Robe Top, id: 15646, amount: 1, from: Sanctum Golem	
[4/22/23 02:13PM] Player received drop: x1 Solar Hood, id: 15645, amount: 1, from: Sanctum Golem	
[4/22/23 09:08PM] Player received drop: x1 Black platebody (h3), id: 19487, amount: 1, from: Zeidan Grimm	
[4/22/23 09:28PM] Player received drop: x1 Solar Robe Top, id: 15646, amount: 1, from: Sanctum Golem	
[4/22/23 09:36PM] Player received drop: x1 Sanctum Golem Pet, id: 19481, amount: 1, from: Sanctum Golem	
[4/22/23 09:38PM] Player received drop: x1 Solar Robe Bottom, id: 15647, amount: 1, from: Sanctum Golem	
[4/22/23 09:44PM] Player received drop: x1 Solar Hood, id: 15645, amount: 1, from: Sanctum Golem	
[4/22/23 09:45PM] Player received drop: x1 Solar Hood, id: 15645, amount: 1, from: Sanctum Golem	
[4/22/23 09:46PM] Player received drop: x1 Solar Robe Top, id: 15646, amount: 1, from: Sanctum Golem	
[4/22/23 10:02PM] Player received drop: x1 Sanctum Golem Pet, id: 19481, amount: 1, from: Sanctum Golem	
[4/23/23 08:21AM] Player received drop: x1 Sanctum Golem Pet, id: 19481, amount: 1, from: Sanctum Golem	
[4/23/23 08:28AM] Player received drop: x1 Solar Robe Top, id: 15646, amount: 1, from: Sanctum Golem	
[4/23/23 09:08AM] Player received drop: x1 Solar Staff, id: 22135, amount: 1, from: Sanctum Golem	
[4/23/23 09:13AM] Player received drop: x1 Sanctum Golem Pet, id: 19481, amount: 1, from: Sanctum Golem	
[4/23/23 09:16AM] Player received drop: x1 Solar Hood, id: 15645, amount: 1, from: Sanctum Golem	
[4/23/23 09:24AM] Player received drop: x1 Zeidan Grimm Pet, id: 19487, amount: 1, from: Zeidan Grimm	
[4/23/23 09:53AM] Player received drop: x1 Sanctum Golem Pet, id: 19481, amount: 1, from: Sanctum Golem	
[4/23/23 10:48AM] Player received drop: x1 Evil Body, id: 14327, amount: 1, from: Calamity	
[4/23/23 11:12AM] Player received drop: x1 Solar Robe Top, id: 15646, amount: 1, from: Sanctum Golem	
[4/23/23 11:15AM] Player received drop: x1 Solar Robe Bottom, id: 15647, amount: 1, from: Sanctum Golem	
[4/23/23 11:23AM] Player received drop: x1 Solar Robe Top, id: 15646, amount: 1, from: Sanctum Golem	
[4/23/23 11:34AM] Player received drop: x1 Solar Robe Bottom, id: 15647, amount: 1, from: Sanctum Golem	
[4/23/23 11:39AM] Player received drop: x1 Solar Staff, id: 22135, amount: 1, from: Sanctum Golem	
[4/23/23 11:41AM] Player received drop: x1 Sanctum Golem Pet, id: 19481, amount: 1, from: Sanctum Golem	
[4/23/23 12:08PM] Player received drop: x1 Solar Robe Top, id: 15646, amount: 1, from: Sanctum Golem	
[4/23/23 12:08PM] Player received drop: x1 Sanctum Golem Pet, id: 19481, amount: 1, from: Sanctum Golem	
[4/23/23 12:11PM] Player received drop: x1 Solar Robe Top, id: 15646, amount: 1, from: Sanctum Golem	
[4/23/23 12:11PM] Player received drop: x1 Sanctum Golem Pet, id: 19481, amount: 1, from: Sanctum Golem	
[4/23/23 12:12PM] Player received drop: x1 Solar Robe Bottom, id: 15647, amount: 1, from: Sanctum Golem	
[4/23/23 12:12PM] Player received drop: x1 Solar Staff, id: 22135, amount: 1, from: Sanctum Golem	
[4/23/23 12:12PM] Player received drop: x1 Solar Robe Bottom, id: 15647, amount: 1, from: Sanctum Golem	
[4/23/23 12:13PM] Player received drop: x1 Sanctum Golem Pet, id: 19481, amount: 1, from: Sanctum Golem	
[4/23/23 12:13PM] Player received drop: x1 Solar Robe Top, id: 15646, amount: 1, from: Sanctum Golem	
[4/23/23 12:19PM] Player received drop: x1 Solar Robe Top, id: 15646, amount: 1, from: Sanctum Golem	
[4/23/23 12:20PM] Player received drop: x1 Solar Staff, id: 22135, amount: 1, from: Sanctum Golem	
[4/23/23 12:21PM] Player received drop: x1 Solar Robe Top, id: 15646, amount: 1, from: Sanctum Golem	
[4/23/23 12:21PM] Player received drop: x1 Solar Hood, id: 15645, amount: 1, from: Sanctum Golem	
[4/23/23 12:26PM] Player received drop: x1 Solar Robe Bottom, id: 15647, amount: 1, from: Sanctum Golem	
[4/23/23 12:26PM] Player received drop: x1 Solar Robe Top, id: 15646, amount: 1, from: Sanctum Golem	
[4/23/23 12:43PM] Player received drop: x1 Sanctum Golem Pet, id: 19481, amount: 1, from: Sanctum Golem	
[4/23/23 12:48PM] Player received drop: x1 Solar Robe Bottom, id: 15647, amount: 1, from: Sanctum Golem	
[4/23/23 12:50PM] Player received drop: x1 Solar Staff, id: 22135, amount: 1, from: Sanctum Golem	
[4/26/23 09:45AM] Player received drop: x1 Onyx Griffin Pet, id: 19486, amount: 1, from: Onyx Griffin	
[4/26/23 09:52AM] Player received drop: x1 Groudon Staff, id: 13640, amount: 1, from: Groudon	
[4/26/23 09:54AM] Player received drop: x1 Slender Man Pet, id: 20586, amount: 1, from: Slender Man	
[4/26/23 09:59AM] Player received drop: x1 Champion Legs, id: 15935, amount: 1, from: Bowser	
[4/26/23 10:00AM] Player received drop: x1 Champion Boots, id: 16272, amount: 1, from: Bowser	
[4/26/23 10:00AM] Player received drop: x1 Champion Whip, id: 15888, amount: 1, from: Bowser	
[4/26/23 10:00AM] Player received drop: x1 Champion Off-Hand, id: 15818, amount: 1, from: Bowser	
[4/26/23 10:01AM] Player received drop: x1 Champion Gloves, id: 12994, amount: 1, from: Bowser	
[4/26/23 10:02AM] Player received drop: x1 Champion Legs, id: 15935, amount: 1, from: Bowser	
[4/26/23 10:03AM] Player received drop: x1 Champion Whip, id: 15888, amount: 1, from: Bowser	
[4/26/23 10:04AM] Player received drop: x1 Champion Helm, id: 15924, amount: 1, from: Bowser	
[4/26/23 10:04AM] Player received drop: x1 Champion Wings, id: 17686, amount: 1, from: Bowser	
[4/26/23 10:05AM] Player received drop: x1 Champion Gloves, id: 12994, amount: 1, from: Bowser	
[4/26/23 10:05AM] Player received drop: x1 Champion Off-Hand, id: 15818, amount: 1, from: Bowser	
[4/26/23 10:05AM] Player received drop: x1 Champion Helm, id: 15924, amount: 1, from: Bowser	
[4/26/23 10:14AM] Player received drop: x1 Zircon (Warrior), id: 23094, amount: 1, from: Luffy	
[4/26/23 10:14AM] Player received drop: x1 Anchor (Special), id: 10887, amount: 1, from: Luffy	
[4/26/23 10:14AM] Player received drop: x1 Anchor (Special), id: 10887, amount: 1, from: Luffy	
[4/26/23 10:15AM] Player received drop: x1 Zircon (Ranger), id: 23093, amount: 1, from: Luffy	
[4/26/23 10:16AM] Player received drop: x1 Zircon (Ranger), id: 23093, amount: 1, from: Luffy	
[4/26/23 10:16AM] Player received drop: x1 Zircon (Ranger), id: 23093, amount: 1, from: Luffy	
[4/26/23 10:16AM] Player received drop: x1 Zircon (Wizard), id: 23092, amount: 1, from: Luffy	
[4/26/23 10:17AM] Player received drop: x1 Champion Helm, id: 15924, amount: 1, from: Bowser	
[4/26/23 10:17AM] Player received drop: x1 Champion Legs, id: 15935, amount: 1, from: Bowser	
[4/26/23 10:18AM] Player received drop: x1 Champion Off-Hand, id: 15818, amount: 1, from: Bowser	
[4/26/23 10:18AM] Player received drop: x1 Champion Body, id: 16023, amount: 1, from: Bowser	
[4/26/23 10:20AM] Player received drop: x1 Rogue Sword, id: 22127, amount: 1, from: Sasuke	
[4/26/23 10:20AM] Player received drop: x1 Rogue Sword, id: 22127, amount: 1, from: Sasuke	
[4/26/23 10:21AM] Player received drop: x1 Rogue Gloves, id: 22123, amount: 1, from: Sasuke	
