[4/22/23 03:11PM] Player received drop: x1 Antique Body, id: 8817, amount: 1, from: Avalon	
[4/22/23 03:12PM] Player received drop: x1 Antique Helm, id: 8816, amount: 1, from: Avalon	
[4/22/23 03:13PM] Player received drop: x1 Antique Staff, id: 23145, amount: 1, from: Eragon	
[4/22/23 03:25PM] Player received drop: x1 Maze Maul, id: 17710, amount: 1, from: Maze Guardian	
[4/22/23 03:27PM] Player received drop: x1 Maze Cape, id: 17684, amount: 1, from: Maze Guardian	
[4/22/23 03:28PM] Player received drop: x1 Unknown Mace, id: 9940, amount: 1, from: Miscreation	
[4/22/23 03:35PM] Player received drop: x1 Lust Legging, id: 8808, amount: 1, from: Zorbak	
[4/22/23 03:35PM] Player received drop: x1 Lust Visor, id: 8806, amount: 1, from: Zorbak	
[4/22/23 03:35PM] Player received drop: x1 Lust Staff, id: 8809, amount: 1, from: Zorbak	
[4/22/23 03:36PM] Player received drop: x1 Lust Visor, id: 8806, amount: 1, from: Zorbak	
[4/22/23 03:40PM] Player received drop: x1 Gold Glaive, id: 7014, amount: 1, from: Golden Golem	
[4/22/23 03:51PM] Player received drop: x1 Champion Wings, id: 17686, amount: 1, from: Bowser	
[4/22/23 06:30PM] Player received drop: x1 Black platebody (h4), id: 19490, amount: 1, from: Groudon	
[4/22/23 06:41PM] Player received drop: x1 Varth Helm, id: 22145, amount: 1, from: Varthramoth	
[4/22/23 06:46PM] Player received drop: x1 Varth Legs, id: 22147, amount: 1, from: Varthramoth	
[4/22/23 07:35PM] Player received drop: x1 White Wand, id: 22167, amount: 1, from: White Beard	
[4/22/23 07:36PM] Player received drop: x1 White Wings, id: 22166, amount: 1, from: White Beard	
