[4/18/23 03:21PM] Player received drop: x1 Antique Legs, id: 8818, amount: 1, from: Avalon	
[4/19/23 07:02AM] Player received drop: x1 Emerald Chaps, id: 11003, amount: 1, from: Emerald Slayer	
[4/20/23 06:30PM] Player received drop: x1 Executive Boots, id: 8274, amount: 1, from: Gorvek	
[4/20/23 07:55PM] Player received drop: x1 Obsidian Helm, id: 23061, amount: 1, from: Asmodeus	
[4/21/23 07:46AM] Player received drop: x1 Malvek Legs, id: 19158, amount: 1, from: Malvek	
[4/21/23 07:49AM] Player received drop: x1 Malvek Helm, id: 19160, amount: 1, from: Malvek	
[4/21/23 07:52AM] Player received drop: x1 Rune platebody (h2), id: 19486, amount: 1, from: Onyx Griffin	
[4/21/23 07:53AM] Player received drop: x1 Onyx Body, id: 20260, amount: 1, from: Onyx Griffin	
[4/21/23 08:19AM] Player received drop: x1 Adamant platebody (h3), id: 19488, amount: 1, from: Ag'Thomoth	
[4/21/23 08:25AM] Player received drop: x1 Adamant platebody (h3), id: 19488, amount: 1, from: Ag'Thomoth	
[4/21/23 08:38AM] Player received drop: x1 Warlock prayer scroll, id: 23167, amount: 1, from: Vote Boss	
[4/21/23 08:52AM] Player received drop: x1 Rune platebody (h3), id: 19489, amount: 1, from: Lilinryss	
[4/21/23 08:57AM] Player received drop: x1 Groudon Helm, id: 21934, amount: 1, from: Groudon	
[4/21/23 09:12AM] Player received drop: x1 Varth Boots, id: 22149, amount: 1, from: Varthramoth	
[4/21/23 09:32AM] Player received drop: x1 Varth Gloves, id: 22150, amount: 1, from: Varthramoth	
[4/21/23 09:36AM] Player received drop: x1 Varth Bow, id: 22148, amount: 1, from: Varthramoth	
[4/21/23 09:42AM] Player received drop: x1 Groudon Staff, id: 13640, amount: 1, from: Groudon	
[4/21/23 09:47AM] Player received drop: x1 Groudon Aura, id: 15448, amount: 1, from: Groudon	
[4/21/23 09:49AM] Player received drop: x1 Black platebody (h4), id: 19490, amount: 1, from: Groudon	
[4/21/23 11:22AM] Player received drop: x1 Groudon Staff, id: 13640, amount: 1, from: Groudon	
[4/21/23 11:23AM] Player received drop: x1 Groudon Legs, id: 19913, amount: 1, from: Groudon	
[4/21/23 12:02PM] Player received drop: x1 Lucifer body, id: 22101, amount: 1, from: Lucifer	
[4/21/23 12:39PM] Player received drop: x1 Agumon Gloves, id: 22159, amount: 1, from: Agumon	
[4/21/23 01:59PM] Player received drop: x1 Soldier Lance, id: 5730, amount: 1, from: Panther	
[4/21/23 03:12PM] Player received drop: x1 Charybde Cape, id: 8830, amount: 1, from: Charybdis	
[4/21/23 03:30PM] Player received drop: x1 Scylla Helm, id: 14369, amount: 1, from: Scylla	
[4/21/23 04:37PM] Player received drop: x1 Exode Sword, id: 22072, amount: 1, from: Exoden	
[4/21/23 05:00PM] Player received drop: x1 Warrior chestplate (iron), id: 20602, amount: 1, from: Janemba	
[4/21/23 06:54PM] Player received drop: x1 Super Buu Ward, id: 15832, amount: 1, from: Super Buu	
[4/21/23 07:05PM] Player received drop: x1 Super Buu Body, id: 9479, amount: 1, from: Super Buu	
[4/21/23 07:38PM] Player received drop: x1 Elite Sword, id: 8410, amount: 1, from: Goku	
[4/21/23 08:08PM] Player received drop: x1 Shinigami Head, id: 13328, amount: 1, from: Byakuya	
