[4/13/23 09:47PM]  [ Walkchaos ] Player dropped item: Coin, id: 995, amount: 3780000	
[4/13/23 09:50PM]  [ Walkchaos ] Player dropped item: null, id: 14448, amount: 1	
[4/13/23 09:52PM]  [ Walkchaos ] Player dropped item: null, id: 14448, amount: 1	
[4/14/23 05:47AM]  [ Alex ] Player dropped item: EXP Potion (Mortal, id: 1027, amount: 1	
[4/14/23 06:12AM]  [ Suh ] Player dropped item: Blurite sword, id: 667, amount: 1	
[4/14/23 06:13AM]  [ Suh ] Player dropped item: Blurite Box, id: 14488, amount: 1	
[4/14/23 06:13AM]  [ Suh ] Player dropped item: Blurite Box, id: 14488, amount: 1	
[4/14/23 06:14AM]  [ Suh ] Player dropped item: Jug of bad wine, id: 1992, amount: 1	
[4/14/23 06:20AM]  [ Suh ] Player dropped item: Blurite Cape, id: 20400, amount: 1	
[4/14/23 06:52AM]  [ Suh ] Player dropped item: Titan Chaps, id: 8805, amount: 1	
[4/14/23 06:53AM]  [ Suh ] Player dropped item: alex shield, id: 14054, amount: 1	
[4/14/23 08:04AM]  [ Suh ] Player dropped item: Dragon spear (p+), id: 13774, amount: 1	
[4/14/23 08:10AM]  [ Suh ] Player dropped item: Shinigami Sword, id: 13333, amount: 1	
[4/14/23 08:10AM]  [ Suh ] Player dropped item: Super Buu Ward, id: 15832, amount: 1	
[4/14/23 08:10AM]  [ Suh ] Player dropped item: Shinigami Head, id: 13328, amount: 1	
[4/14/23 08:10AM]  [ Suh ] Player dropped item: Shinigami Body, id: 13329, amount: 1	
[4/14/23 08:10AM]  [ Suh ] Player dropped item: Shinigami Boots, id: 13332, amount: 1	
[4/14/23 08:10AM]  [ Suh ] Player dropped item: Shinigami Legs, id: 13330, amount: 1	
[4/14/23 08:10AM]  [ Suh ] Player dropped item: Joker helm, id: 5068, amount: 1	
[4/14/23 08:10AM]  [ Suh ] Player dropped item: Fazula Staff, id: 4071, amount: 1	
[4/14/23 08:10AM]  [ Suh ] Player dropped item: Fazula Head, id: 4066, amount: 1	
[4/14/23 08:10AM]  [ Suh ] Player dropped item: Fazula Body, id: 4067, amount: 1	
[4/14/23 08:10AM]  [ Suh ] Player dropped item: Fazula Legs, id: 4068, amount: 1	
[4/14/23 08:10AM]  [ Suh ] Player dropped item: Fazula Gloves, id: 4070, amount: 1	
[4/14/23 08:10AM]  [ Suh ] Player dropped item: Fazula Boots, id: 4069, amount: 1	
[4/14/23 08:10AM]  [ Suh ] Player dropped item: Shinigami Wings, id: 4369, amount: 1	
[4/14/23 08:39PM]  [ Alex ] Player dropped item: Bauble box, id: 6855, amount: 1	
[4/15/23 12:09AM]  [ Nick ] Player dropped item: Starter Helm, id: 703, amount: 1	
[4/15/23 12:09AM]  [ Nick ] Player dropped item: Starter Body, id: 704, amount: 1	
[4/15/23 12:09AM]  [ Nick ] Player dropped item: Starter Legs, id: 705, amount: 1	
[4/15/23 12:09AM]  [ Nick ] Player dropped item: Starter Boots, id: 19945, amount: 1	
[4/15/23 12:09AM]  [ Nick ] Player dropped item: Starter Gloves, id: 19946, amount: 1	
[4/15/23 12:09AM]  [ Nick ] Player dropped item: Starter Cape, id: 19944, amount: 1	
[4/15/23 12:12AM]  [ Nick ] Player dropped item: Starter Blade, id: 22084, amount: 1	
[4/15/23 12:12AM]  [ Nick ] Player dropped item: Starter Amulet, id: 23089, amount: 1	
[4/15/23 12:12AM]  [ Nick ] Player dropped item: Starter Ring, id: 23091, amount: 1	
[4/15/23 12:14AM]  [ Kandonas ] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 12:14AM]  [ Kandonas ] Player dropped item: Starter Helm, id: 703, amount: 1	
[4/15/23 12:14AM]  [ Kandonas ] Player dropped item: Starter Body, id: 704, amount: 1	
[4/15/23 12:14AM]  [ Kandonas ] Player dropped item: Starter Legs, id: 705, amount: 1	
[4/15/23 12:14AM]  [ Kandonas ] Player dropped item: Starter Cape, id: 19944, amount: 1	
[4/15/23 12:14AM]  [ Kandonas ] Player dropped item: Starter Gloves, id: 19946, amount: 1	
[4/15/23 12:20AM]  [ Ronnie V2 ] Player dropped item: Starter Helm, id: 703, amount: 1	
[4/15/23 12:20AM]  [ Ronnie V2 ] Player dropped item: Starter Body, id: 704, amount: 1	
[4/15/23 12:20AM]  [ Ronnie V2 ] Player dropped item: Starter Legs, id: 705, amount: 1	
[4/15/23 12:23AM]  [ Ronnie V2 ] Player dropped item: Starter Cape, id: 19944, amount: 1	
[4/15/23 12:23AM]  [ Ronnie V2 ] Player dropped item: Starter Gloves, id: 19946, amount: 1	
[4/15/23 12:23AM]  [ Ronnie V2 ] Player dropped item: Starter Boots, id: 19945, amount: 1	
[4/15/23 12:25AM]  [ Ronnie V2 ] Player dropped item: Fury shark, id: 17817, amount: 1	
[4/15/23 12:25AM]  [ Ronnie V2 ] Player dropped item: Fury shark, id: 17817, amount: 1	
[4/15/23 12:25AM]  [ Ronnie V2 ] Player dropped item: Fury shark, id: 17817, amount: 1	
[4/15/23 12:25AM]  [ Ronnie V2 ] Player dropped item: Fury shark, id: 17817, amount: 1	
[4/15/23 12:25AM]  [ Ronnie V2 ] Player dropped item: Fury shark, id: 17817, amount: 1	
[4/15/23 12:25AM]  [ Ronnie V2 ] Player dropped item: Fury shark, id: 17817, amount: 1	
[4/15/23 12:31AM]  [ Ronnie V2 ] Player dropped item: Starter Ring, id: 23091, amount: 1	
[4/15/23 12:31AM]  [ Ronnie V2 ] Player dropped item: Starter Amulet, id: 23089, amount: 1	
[4/15/23 12:32AM]  [ Kandonas ] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/15/23 12:34AM]  [ Ronnie V2 ] Player dropped item: Starter Cannon, id: 22083, amount: 1	
[4/15/23 12:34AM]  [ Ronnie V2 ] Player dropped item: Starter Staff, id: 22092, amount: 1	
[4/15/23 12:36AM]  [ Ronnie V2 ] Player dropped item: Lava bones, id: 2023, amount: 75	
