[4/18/23 07:47PM] Received item from Zamby96. Name: Nagi Body. Id: 21063, amount: 1	
[4/18/23 07:47PM] Received item from Zamby96. Name: Zinq legs. Id: 23052, amount: 1	
[4/18/23 07:47PM] Received item from Zamby96. Name: Nagi Gloves. Id: 21066, amount: 1	
[4/18/23 07:47PM] Received item from Zamby96. Name: Nagi Ballista. Id: 21055, amount: 1	
[4/18/23 07:47PM] Received item from Zamby96. Name: Inferno Boots. Id: 13305, amount: 1	
[4/18/23 07:47PM] Received item from Zamby96. Name: Imperial ring. Id: 20093, amount: 1	
[4/18/23 07:47PM] Received item from Zamby96. Name: Nagi Amulet. Id: 21068, amount: 1	
[4/19/23 12:05PM] Received item from Rotter. Name: Collector ring. Id: 4446, amount: 1	
[4/19/23 12:24PM] Gave item to Inherited. Name: Coin. Id: 995, amount: 693	
[4/19/23 12:24PM] Gave item to Inherited. Name: Tarn token. Id: 10835, amount: 56587	
[4/19/23 12:24PM] Gave item to Inherited. Name: $10 Bond. Id: 23057, amount: 1	
[4/19/23 12:24PM] Gave item to Inherited. Name: $1 Scroll. Id: 10946, amount: 10	
[4/19/23 12:24PM] Received item from Inherited. Name: Malvek Legs. Id: 19158, amount: 1	
[4/19/23 12:24PM] Received item from Inherited. Name: Blood Vitur. Id: 8136, amount: 1	
[4/19/23 01:54PM] Received item from Inherited. Name: Sinful Staff. Id: 14377, amount: 1	
[4/20/23 07:02AM] Received item from Boterkoek. Name: Solar Staff. Id: 22135, amount: 1	
[4/20/23 07:03AM] Received item from Wr3ckedyou. Name: Progressive Box [T1]. Id: 10025, amount: 1	
[4/20/23 07:28AM] Received item from Boterkoek. Name: Solar Robe Top. Id: 15646, amount: 1	
[4/20/23 07:28AM] Received item from Boterkoek. Name: Solar Hood. Id: 15645, amount: 1	
[4/20/23 07:55AM] Gave item to Onlyfans. Name: $25 Bond. Id: 23058, amount: 1	
[4/20/23 07:55AM] Gave item to Onlyfans. Name: Cursed Box. Id: 15003, amount: 1	
[4/20/23 07:55AM] Received item from Onlyfans. Name: Shinigami Sword. Id: 13333, amount: 1	
[4/20/23 07:55AM] Received item from Onlyfans. Name: Gorvek Pet. Id: 23081, amount: 1	
[4/20/23 07:55AM] Received item from Onlyfans. Name: Executive Helm. Id: 4684, amount: 1	
[4/20/23 09:52AM] Received item from Hyena. Name: Sanctum Golem Pet. Id: 19481, amount: 1	
[4/20/23 12:44PM] Received item from Entropy. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/20/23 12:46PM] Received item from Entropy. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/20/23 12:52PM] Gave item to Resi. Name: Tarn token. Id: 10835, amount: 250000	
[4/20/23 12:52PM] Received item from Resi. Name: Solar Robe Bottom. Id: 15647, amount: 1	
[4/20/23 01:13PM] Gave item to Winter. Name: Tarn token. Id: 10835, amount: 400000	
[4/20/23 01:13PM] Received item from Winter. Name: Solar Robe Top. Id: 15646, amount: 1	
[4/21/23 08:14AM] Gave item to Oblivion. Name: Tarn token. Id: 10835, amount: 2000000	
[4/21/23 08:14AM] Received item from Oblivion. Name: Drop rate scroll. Id: 23178, amount: 1	
[4/21/23 08:57AM] Received item from Spookyszn. Name: Vote scroll. Id: 23020, amount: 12	
[4/21/23 11:42AM] Gave item to Loonasee. Name: Tarn token. Id: 10835, amount: 700000	
[4/21/23 11:42AM] Received item from Loonasee. Name: Aura (T6). Id: 23049, amount: 1	
[4/21/23 11:43AM] Received item from Loonasee. Name: Miner chestplate (mithril). Id: 20584, amount: 1	
[4/21/23 02:59PM] Received item from Resi. Name: Gold Enhancement. Id: 17391, amount: 1	
[4/22/23 05:15AM] Received item from Onlyfans. Name: Obsidian Crossbow. Id: 23066, amount: 1	
[4/22/23 05:39AM] Gave item to Onlyfans. Name: Obsidian Crossbow. Id: 23066, amount: 1	
[4/22/23 07:59AM] Received item from Onlyfans. Name: Obsidian Crossbow. Id: 23066, amount: 1	
[4/22/23 08:13AM] Received item from Entropy. Name: Groudon Staff. Id: 13640, amount: 1	
[4/22/23 08:20AM] Received item from Entropy. Name: Yasuda Gloves. Id: 4085, amount: 1	
[4/22/23 08:20AM] Received item from Entropy. Name: Yasuda Wings. Id: 3470, amount: 1	
[4/22/23 08:36AM] Gave item to Sad. Name: Owner's cape. Id: 7995, amount: 1	
[4/22/23 08:36AM] Received item from Sad. Name: White Wand. Id: 22167, amount: 1	
[4/22/23 02:07PM] Gave item to Entropy. Name: Groudon Staff. Id: 13640, amount: 1	
[4/22/23 02:07PM] Gave item to Entropy. Name: Tarn token. Id: 10835, amount: 4000000	
[4/22/23 02:07PM] Received item from Entropy. Name: Gladiator Body. Id: 15006, amount: 1	
[4/22/23 02:07PM] Received item from Entropy. Name: Gladiator Shield. Id: 15008, amount: 1	
[4/24/23 08:28AM] Gave item to Onlyfans. Name: Tarn token. Id: 10835, amount: 6000000	
[4/24/23 08:28AM] Received item from Onlyfans. Name: Fazula Boots. Id: 4069, amount: 1	
[4/24/23 08:28AM] Received item from Onlyfans. Name: Fazula Legs. Id: 4068, amount: 1	
[4/24/23 08:28AM] Received item from Onlyfans. Name: Fazula Pet. Id: 4073, amount: 1	
[4/24/23 10:19AM] Gave item to Bourgondier. Name: Tarn token. Id: 10835, amount: 1000000	
[4/24/23 10:19AM] Gave item to Bourgondier. Name: Vote scroll. Id: 23020, amount: 2	
[4/24/23 10:19AM] Received item from Bourgondier. Name: Super Buu Helm. Id: 9478, amount: 1	
[4/24/23 06:05PM] Gave item to Entropy. Name: Tarn token. Id: 10835, amount: 4500000	
