[4/17/23 11:19AM] Received item from Fpk Merk. Name: Progressive Box [T2]. Id: 10029, amount: 2	
[4/17/23 12:29PM] Gave item to Kingrock. Name: Vote scroll. Id: 23020, amount: 20	
[4/17/23 12:29PM] Received item from Kingrock. Name: $25 Bond. Id: 23058, amount: 1	
[4/17/23 12:31PM] Gave item to A Fatality. Name: $25 Bond. Id: 23058, amount: 1	
[4/17/23 12:31PM] Received item from A Fatality. Name: Vote scroll. Id: 23020, amount: 2	
[4/17/23 12:31PM] Received item from A Fatality. Name: Tarn token. Id: 10835, amount: 652856	
[4/17/23 12:37PM] Gave item to X. Name: Vote scroll. Id: 23020, amount: 2	
[4/17/23 12:37PM] Received item from X. Name: Tarn token. Id: 10835, amount: 40000	
[4/17/23 12:55PM] Gave item to Ruthie. Name: Tarn token. Id: 10835, amount: 540000	
[4/17/23 12:55PM] Gave item to Ruthie. Name: Vote scroll. Id: 23020, amount: 3	
[4/17/23 12:55PM] Received item from Ruthie. Name: Blood Vitur. Id: 8136, amount: 1	
[4/17/23 02:12PM] Gave item to Inherited. Name: Tarn token. Id: 10835, amount: 60840	
[4/17/23 02:12PM] Received item from Inherited. Name: Godly Helm. Id: 14050, amount: 1	
[4/17/23 02:12PM] Received item from Inherited. Name: Maze Legs. Id: 5428, amount: 1	
[4/17/23 02:12PM] Received item from Inherited. Name: Maze Body. Id: 5422, amount: 1	
[4/17/23 02:14PM] Received item from Inherited. Name: Sinful Gloves. Id: 12864, amount: 1	
[4/17/23 02:14PM] Gave item to Chibi. Name: Lava bones. Id: 2023, amount: 2328	
[4/17/23 02:51PM] Received item from Like My Peep. Name: Aura (T6). Id: 23049, amount: 1	
[4/18/23 10:09AM] Gave item to Onlyfans. Name: Double DR Scroll 30 Minutes. Id: 15358, amount: 1	
[4/18/23 10:09AM] Gave item to Onlyfans. Name: Double DR Scroll 30 Minutes. Id: 15358, amount: 1	
[4/18/23 10:09AM] Received item from Onlyfans. Name: Tarn token. Id: 10835, amount: 200000	
[4/22/23 09:08AM] Received item from Sad. Name: Collector necklace. Id: 19886, amount: 1	
[4/22/23 09:08AM] Received item from Sad. Name: Sanctum Golem Pet. Id: 19481, amount: 1	
[4/23/23 11:42AM] Received item from Rhiannon. Name: Infinite healing potion (T3). Id: 23120, amount: 1	
[4/23/23 12:21PM] Gave item to Gekyume. Name: DR Potion (Godly). Id: 3086, amount: 1	
[4/23/23 12:21PM] Gave item to Gekyume. Name: DR Potion (Godly). Id: 3086, amount: 1	
[4/23/23 12:21PM] Received item from Gekyume. Name: Tarn token. Id: 10835, amount: 3000000	
[4/23/23 12:25PM] Gave item to Zshana. Name: DMG Potion (Mortal). Id: 3090, amount: 1	
[4/23/23 12:25PM] Gave item to Zshana. Name: DMG Potion (Mortal). Id: 3090, amount: 1	
[4/23/23 12:25PM] Received item from Zshana. Name: Tarn token. Id: 10835, amount: 3000773	
[4/23/23 04:42PM] Gave item to Rayquaza. Name: Tarn token. Id: 10835, amount: 400000	
[4/23/23 04:42PM] Received item from Rayquaza. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/23/23 04:42PM] Received item from Rayquaza. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/23/23 05:28PM] Received item from Eternity. Name: Lust Staff. Id: 8809, amount: 1	
[4/23/23 06:12PM] Received item from Sad. Name: Infinite overload potion (T3). Id: 23126, amount: 1	
[4/23/23 08:11PM] Received item from Slayer. Name: Infinite prayer potion (T3). Id: 23123, amount: 1	
[4/25/23 02:37PM] Received item from Feed My Iron. Name: Solar Staff. Id: 22135, amount: 1	
[4/25/23 02:41PM] Received item from Feed My Iron. Name: Gold Enhancement. Id: 17391, amount: 1	
[4/25/23 04:09PM] Gave item to Feed My Iron. Name: Solar Staff. Id: 22135, amount: 1	
[4/25/23 05:38PM] Gave item to Voki. Name: $1 Scroll. Id: 10946, amount: 2	
[4/25/23 05:38PM] Gave item to Voki. Name: Tarn token. Id: 10835, amount: 17094000	
[4/25/23 05:38PM] Received item from Voki. Name: Solar Staff. Id: 22135, amount: 1	
