[4/21/23 03:19PM] Received item from Nadez. Name: Solar Staff. Id: 22135, amount: 1	
[4/21/23 03:19PM] Received item from Nadez. Name: Yasuda Scythe. Id: 3472, amount: 1	
[4/21/23 03:19PM] Received item from Nadez. Name: Fazula Staff. Id: 4071, amount: 1	
[4/21/23 03:19PM] Received item from Nadez. Name: Drop rate scroll. Id: 23174, amount: 1	
[4/21/23 03:19PM] Received item from Nadez. Name: Tarn token. Id: 10835, amount: 1133173	
[4/21/23 03:19PM] Received item from Nadez. Name: Coin. Id: 995, amount: 795141200	
[4/21/23 03:19PM] Received item from Nadez. Name: Clean Verinise. Id: 815, amount: 2	
[4/21/23 03:19PM] Received item from Nadez. Name: Clean Cardamon. Id: 789, amount: 1	
[4/21/23 03:19PM] Received item from Nadez. Name: Clean Sephialla. Id: 913, amount: 1	
[4/21/23 03:19PM] Received item from Nadez. Name: Clean Ralorage. Id: 919, amount: 1	
[4/21/23 03:19PM] Received item from Nadez. Name: Clean Fennel. Id: 916, amount: 4	
[4/21/23 03:19PM] Received item from Nadez. Name: Clean Rosocely. Id: 795, amount: 1	
[4/21/23 03:19PM] Received item from Nadez. Name: Holy water. Id: 732, amount: 1	
[4/21/23 03:19PM] Received item from Nadez. Name: Clean Larith. Id: 777, amount: 1	
[4/21/23 03:19PM] Received item from Nadez. Name: Clean Caraway. Id: 931, amount: 2	
[4/21/23 03:19PM] Received item from Nadez. Name: Clean Marjoram. Id: 925, amount: 2	
[4/21/23 03:19PM] Received item from Nadez. Name: Clean Kunnerrel. Id: 928, amount: 1	
[4/21/23 03:19PM] Received item from Nadez. Name: Smoo. Id: 1005, amount: 1	
[4/21/23 03:19PM] Received item from Nadez. Name: Clean Tarragon. Id: 783, amount: 1	
[4/21/23 03:19PM] Received item from Nadez. Name: Gold Enhancement. Id: 17391, amount: 1	
[4/21/23 03:19PM] Received item from Nadez. Name: Infinite healing potion (T3). Id: 23120, amount: 1	
[4/21/23 03:19PM] Received item from Nadez. Name: Double Damage Scroll 1 Hour. Id: 15357, amount: 1	
[4/21/23 03:19PM] Received item from Nadez. Name: Slayer ticket. Id: 5023, amount: 6907	
[4/21/23 03:19PM] Received item from Nadez. Name: Malvek Helm. Id: 19160, amount: 1	
[4/21/23 03:19PM] Received item from Nadez. Name: Yasuda Wings. Id: 3470, amount: 1	
[4/21/23 03:19PM] Received item from Nadez. Name: Collector necklace II. Id: 19888, amount: 1	
[4/21/23 03:19PM] Received item from Nadez. Name: Aura (T6). Id: 23049, amount: 1	
[4/21/23 03:19PM] Received item from Nadez. Name: Fazula Book. Id: 4072, amount: 1	
[4/21/23 03:19PM] Received item from Nadez. Name: Elite Bow. Id: 8411, amount: 1	
[4/21/23 03:19PM] Received item from Nadez. Name: Yasuda Body. Id: 4077, amount: 1	
[4/21/23 03:19PM] Received item from Nadez. Name: Yasuda Legs. Id: 3473, amount: 1	
[4/21/23 03:19PM] Received item from Nadez. Name: Zircon (Warrior). Id: 23094, amount: 1	
[4/21/23 03:19PM] Received item from Nadez. Name: Yasuda Boots. Id: 4083, amount: 1	
[4/21/23 03:19PM] Received item from Nadez. Name: Yasuda Gloves. Id: 4085, amount: 1	
[4/21/23 03:19PM] Received item from Nadez. Name: Tyrant Aura. Id: 12608, amount: 1	
[4/21/23 03:19PM] Received item from Nadez. Name: Gold Enhancement. Id: 17391, amount: 1	
[4/21/23 03:21PM] Received item from Nadez. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/21/23 03:21PM] Received item from Nadez. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/21/23 03:21PM] Received item from Nadez. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/21/23 03:21PM] Received item from Nadez. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/21/23 03:21PM] Received item from Nadez. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/21/23 03:21PM] Received item from Nadez. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/21/23 03:21PM] Received item from Nadez. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/21/23 03:23PM] Received item from Nadez. Name: Double DR Scroll 30 Minutes. Id: 15358, amount: 1	
[4/21/23 03:23PM] Received item from Nadez. Name: Double DR Scroll 30 Minutes. Id: 15358, amount: 1	
[4/21/23 03:23PM] Received item from Nadez. Name: Double DR Scroll 30 Minutes. Id: 15358, amount: 1	
[4/21/23 03:23PM] Received item from Nadez. Name: Double DR Scroll 30 Minutes. Id: 15358, amount: 1	
[4/21/23 03:37PM] Received item from Nadez. Name: Dragon spear (p+). Id: 13774, amount: 1	
[4/25/23 04:27PM] Gave item to Nobledefeat. Name: Solar Staff. Id: 22135, amount: 1	
[4/25/23 04:27PM] Received item from Nobledefeat. Name: Tarn token. Id: 10835, amount: 30000000	
[4/25/23 04:27PM] Received item from Nobledefeat. Name: $10 Bond. Id: 23057, amount: 2	
