[4/18/23 03:27AM] Player dropped item: Starter Boots, id: 19945, amount: 1	
[4/18/23 03:28AM] Player dropped item: Starter Amulet, id: 23089, amount: 1	
[4/18/23 04:47AM] Player dropped item: Vial, id: 229, amount: 1	
[4/21/23 04:18AM] Player dropped item: Emerald Coif, id: 11001, amount: 1	
[4/22/23 05:06AM] Player dropped item: Starter Blade, id: 22084, amount: 1	
[4/22/23 05:06AM] Player dropped item: Starter Staff, id: 22092, amount: 1	
[4/22/23 06:45AM] Player dropped item: Vial, id: 229, amount: 1	
[4/22/23 06:45AM] Player dropped item: Vial, id: 229, amount: 1	
[4/22/23 06:45AM] Player dropped item: Vial, id: 229, amount: 1	
[4/22/23 06:45AM] Player dropped item: Vial, id: 229, amount: 1	
[4/23/23 04:36AM] Player dropped item: Vial, id: 229, amount: 1	
