[4/21/23 10:47AM] Player dropped item: Starter Gloves, id: 19946, amount: 1	
[4/21/23 10:47AM] Player dropped item: Starter Cape, id: 19944, amount: 1	
[4/21/23 10:47AM] Player dropped item: Starter Body, id: 704, amount: 1	
[4/21/23 10:47AM] Player dropped item: Starter Helm, id: 703, amount: 1	
[4/21/23 10:47AM] Player dropped item: Starter Legs, id: 705, amount: 1	
[4/21/23 10:49AM] Player dropped item: Starter Cannon, id: 22083, amount: 1	
[4/21/23 10:50AM] Player dropped item: Starter Staff, id: 22092, amount: 1	
[4/21/23 10:50AM] Player dropped item: Starter Amulet, id: 23089, amount: 1	
[4/21/23 10:50AM] Player dropped item: Starter Ring, id: 23091, amount: 1	
[4/21/23 11:06AM] Player dropped item: Starter Boots, id: 19945, amount: 1	
[4/21/23 11:06AM] Player dropped item: Starter Cannon, id: 22083, amount: 1	
[4/21/23 11:13AM] Player dropped item: Vial, id: 229, amount: 1	
[4/21/23 11:19AM] Player dropped item: Imperial Box, id: 14487, amount: 1	
[4/21/23 11:19AM] Player dropped item: Imperial Box, id: 14487, amount: 1	
[4/21/23 12:22PM] Player dropped item: Vial, id: 229, amount: 1	
[4/21/23 12:22PM] Player dropped item: Vial, id: 229, amount: 1	
[4/21/23 01:05PM] Player dropped item: Vial, id: 229, amount: 1	
[4/21/23 01:05PM] Player dropped item: Vial, id: 229, amount: 1	
[4/21/23 01:20PM] Player dropped item: Vial, id: 229, amount: 1	
[4/21/23 02:20PM] Player dropped item: Vial, id: 229, amount: 1	
[4/21/23 02:40PM] Player dropped item: Revenant Boots, id: 18009, amount: 1	
[4/21/23 02:41PM] Player dropped item: Vial, id: 229, amount: 1	
[4/21/23 02:56PM] Player dropped item: Starter Defender, id: 19914, amount: 1	
[4/21/23 02:56PM] Player dropped item: Starter Defender, id: 19914, amount: 1	
[4/21/23 03:05PM] Player dropped item: Vial, id: 229, amount: 1	
[4/21/23 03:20PM] Player dropped item: Vial, id: 229, amount: 1	
[4/21/23 03:33PM] Player dropped item: Vial, id: 229, amount: 1	
[4/21/23 03:33PM] Player dropped item: Vial, id: 229, amount: 1	
[4/21/23 06:35PM] Player dropped item: Vial, id: 229, amount: 1	
[4/21/23 07:14PM] Player dropped item: Vial, id: 229, amount: 1	
[4/22/23 06:50AM] Player dropped item: Vial, id: 229, amount: 1	
[4/22/23 07:03AM] Player dropped item: Vial, id: 229, amount: 1	
[4/22/23 07:40AM] Player dropped item: Vial, id: 229, amount: 1	
[4/22/23 07:40AM] Player dropped item: Vial, id: 229, amount: 1	
[4/22/23 02:17PM] Player dropped item: Super restore (1), id: 3030, amount: 1	
[4/22/23 03:20PM] Player dropped item: Vial, id: 229, amount: 1	
[4/22/23 03:40PM] Player dropped item: Vial, id: 229, amount: 1	
