[4/23/23 09:01AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Okie	
[4/23/23 09:01AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Okie	
[4/23/23 09:02AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Okie	
[4/23/23 09:02AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Okie	
[4/23/23 09:02AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Okie	
[4/23/23 09:02AM] Player picked up item: Blurite Amulet, id: 19991, amount: 1, owner: Okie	
[4/23/23 09:03AM] Player picked up item: Coin, id: 995, amount: 900, owner: Okie	
[4/23/23 09:03AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Okie	
[4/23/23 09:03AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Okie	
[4/23/23 09:03AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Okie	
[4/23/23 09:03AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Okie	
[4/23/23 09:03AM] Player picked up item: Blurite Boots, id: 19989, amount: 1, owner: Okie	
[4/23/23 09:05AM] Player picked up item: Blurite Gloves, id: 19988, amount: 1, owner: Okie	
[4/23/23 09:05AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Okie	
[4/23/23 09:07AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Okie	
[4/23/23 09:07AM] Player picked up item: Coin, id: 995, amount: 500, owner: Okie	
[4/23/23 09:07AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Okie	
[4/23/23 09:07AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Okie	
[4/23/23 09:07AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Okie	
[4/23/23 09:07AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Okie	
[4/23/23 09:08AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Okie	
[4/23/23 09:08AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Okie	
[4/23/23 09:08AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Okie	
[4/23/23 09:08AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Okie	
[4/23/23 09:08AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Okie	
[4/23/23 09:08AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Okie	
[4/23/23 09:08AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Okie	
[4/23/23 09:08AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Okie	
[4/23/23 09:08AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Okie	
[4/23/23 09:08AM] Player picked up item: Blurite Body, id: 19985, amount: 1, owner: Okie	
[4/23/23 09:08AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Okie	
[4/23/23 09:09AM] Player picked up item: Blurite Gloves, id: 19988, amount: 1, owner: Okie	
[4/23/23 09:10AM] Player picked up item: Blurite Body, id: 19985, amount: 1, owner: Okie	
[4/23/23 09:17AM] Player picked up item: Coin, id: 995, amount: 900, owner: Okie	
[4/23/23 11:48AM] Player picked up item: Coin, id: 995, amount: 800, owner: Okie	
[4/23/23 11:48AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Okie	
[4/23/23 11:48AM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Okie	
[4/23/23 11:48AM] Player picked up item: Coin, id: 995, amount: 800, owner: Okie	
[4/23/23 11:50AM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Okie	
[4/23/23 11:52AM] Player picked up item: Coin, id: 995, amount: 900, owner: Okie	
[4/23/23 12:00PM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Okie	
[4/23/23 12:00PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Okie	
[4/23/23 12:02PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Okie	
[4/23/23 12:02PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Okie	
[4/23/23 12:03PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Okie	
[4/23/23 12:03PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Okie	
[4/23/23 12:04PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Okie	
[4/23/23 12:04PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Okie	
