[4/20/23 01:15AM] Player picked up item: Coin, id: 995, amount: 100, owner: Profeta	
[4/20/23 01:15AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Profeta	
[4/20/23 01:16AM] Player picked up item: Coin, id: 995, amount: 100, owner: Profeta	
[4/20/23 01:16AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Profeta	
[4/20/23 01:16AM] Player picked up item: Coin, id: 995, amount: 100, owner: Profeta	
[4/20/23 01:16AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Profeta	
[4/20/23 01:16AM] Player picked up item: Coin, id: 995, amount: 100, owner: Profeta	
[4/20/23 01:16AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Profeta	
[4/20/23 01:21AM] Player picked up item: Coin, id: 995, amount: 2303393, owner: Profeta	
[4/20/23 01:21AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Profeta	
[4/20/23 01:24AM] Player picked up item: Coin, id: 995, amount: 100, owner: Profeta	
[4/20/23 01:24AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Profeta	
[4/20/23 01:24AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Profeta	
[4/20/23 01:24AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Profeta	
[4/20/23 01:25AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Profeta	
[4/20/23 01:25AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Profeta	
[4/20/23 01:25AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Profeta	
[4/20/23 01:25AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Profeta	
[4/20/23 01:26AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Profeta	
[4/20/23 01:26AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Profeta	
[4/20/23 01:26AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Profeta	
[4/20/23 01:26AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Profeta	
[4/20/23 01:26AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Profeta	
[4/20/23 01:27AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Profeta	
[4/20/23 01:27AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Profeta	
[4/20/23 01:28AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Profeta	
[4/20/23 01:28AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Profeta	
[4/20/23 01:28AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Profeta	
[4/20/23 01:28AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Profeta	
[4/20/23 01:28AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Profeta	
[4/20/23 01:29AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Profeta	
[4/20/23 01:29AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Profeta	
[4/20/23 01:29AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Profeta	
[4/20/23 01:29AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Profeta	
[4/20/23 01:30AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Profeta	
[4/20/23 01:30AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Profeta	
[4/20/23 01:30AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Profeta	
[4/20/23 01:30AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Profeta	
[4/20/23 01:30AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Profeta	
[4/20/23 01:31AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Profeta	
[4/20/23 01:31AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Profeta	
[4/20/23 01:31AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Profeta	
[4/20/23 01:32AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Profeta	
[4/20/23 01:32AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Profeta	
[4/20/23 01:32AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Profeta	
[4/20/23 01:32AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Profeta	
[4/20/23 01:32AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Profeta	
[4/20/23 01:32AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Profeta	
[4/20/23 01:32AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Profeta	
[4/20/23 01:33AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Profeta	
[4/20/23 01:33AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Profeta	
[4/20/23 01:33AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Profeta	
[4/20/23 01:33AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Profeta	
[4/20/23 01:33AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Profeta	
[4/20/23 01:34AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Profeta	
[4/20/23 01:34AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Profeta	
[4/20/23 01:34AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Profeta	
[4/20/23 01:34AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Profeta	
[4/20/23 01:35AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Profeta	
[4/20/23 01:37AM] Player picked up item: Coin, id: 995, amount: 400, owner: Profeta	
[4/20/23 01:52AM] Player picked up item: Coin, id: 995, amount: 1950737, owner: Profeta	
[4/20/23 01:52AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Profeta	
[4/20/23 02:01AM] Player picked up item: Lava bones, id: 2023, amount: 9, owner: Profeta	
[4/20/23 02:01AM] Player picked up item: Lava bones, id: 2023, amount: 9, owner: Profeta	
[4/20/23 02:01AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Profeta	
[4/20/23 02:02AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Profeta	
[4/20/23 02:02AM] Player picked up item: Blurite Cape, id: 20400, amount: 1, owner: Profeta	
[4/20/23 02:07AM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Profeta	
[4/20/23 02:10AM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Profeta	
[4/20/23 02:10AM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Profeta	
[4/20/23 02:16AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Profeta	
[4/20/23 02:21AM] Player picked up item: Coin, id: 995, amount: 1264700, owner: Profeta	
[4/20/23 02:21AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Profeta	
[4/20/23 02:26AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Profeta	
[4/20/23 02:27AM] Player picked up item: Coin, id: 995, amount: 4500, owner: Profeta	
