[4/18/23 11:55PM] Player picked up item: Coin, id: 995, amount: 100, owner: Gjuki	
[4/18/23 11:55PM] Player picked up item: Coin, id: 995, amount: 100, owner: Gjuki	
[4/18/23 11:55PM] Player picked up item: Coin, id: 995, amount: 100, owner: Gjuki	
[4/18/23 11:55PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Gjuki	
[4/18/23 11:55PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Gjuki	
[4/18/23 11:56PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Gjuki	
[4/18/23 11:56PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Gjuki	
[4/18/23 11:56PM] Player picked up item: Coin, id: 995, amount: 100, owner: Gjuki	
[4/18/23 11:56PM] Player picked up item: Coin, id: 995, amount: 100, owner: Gjuki	
[4/18/23 11:56PM] Player picked up item: Coin, id: 995, amount: 100, owner: Gjuki	
[4/18/23 11:56PM] Player picked up item: Coin, id: 995, amount: 100, owner: Gjuki	
[4/18/23 11:56PM] Player picked up item: Coin, id: 995, amount: 100, owner: Gjuki	
[4/18/23 11:56PM] Player picked up item: Coin, id: 995, amount: 100, owner: Gjuki	
[4/18/23 11:56PM] Player picked up item: Coin, id: 995, amount: 100, owner: Gjuki	
[4/18/23 11:56PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Gjuki	
[4/18/23 11:56PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Gjuki	
[4/18/23 11:56PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Gjuki	
[4/18/23 11:57PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Gjuki	
[4/18/23 11:57PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Gjuki	
[4/18/23 11:57PM] Player picked up item: Coin, id: 995, amount: 100, owner: Gjuki	
[4/18/23 11:57PM] Player picked up item: Coin, id: 995, amount: 100, owner: Gjuki	
[4/18/23 11:57PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Gjuki	
[4/18/23 11:57PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Gjuki	
