[4/22/23 01:04PM] Player picked up item: Coin, id: 995, amount: 2319502, owner: Silver	
[4/22/23 01:04PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Silver	
[4/22/23 01:31PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Silver	
[4/22/23 01:31PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Silver	
[4/22/23 01:33PM] Player picked up item: Coin, id: 995, amount: 2018103, owner: Silver	
[4/22/23 01:33PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Silver	
[4/22/23 01:34PM] Player picked up item: Coin, id: 995, amount: 2341369, owner: Silver	
[4/22/23 01:34PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Silver	
[4/22/23 02:04PM] Player picked up item: Coin, id: 995, amount: 2327369, owner: Silver	
[4/22/23 02:04PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Silver	
[4/22/23 02:33PM] Player picked up item: Coin, id: 995, amount: 1792816, owner: Silver	
[4/22/23 02:33PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Silver	
[4/22/23 02:34PM] Player picked up item: Coin, id: 995, amount: 2736493, owner: Silver	
[4/22/23 02:34PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Silver	
[4/22/23 02:35PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Silver	
[4/22/23 02:35PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Silver	
[4/22/23 02:36PM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Silver	
[4/22/23 02:36PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Silver	
[4/23/23 12:33AM] Player picked up item: Coin, id: 995, amount: 2476146, owner: Silver	
[4/23/23 12:33AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Silver	
[4/23/23 12:34AM] Player picked up item: Coin, id: 995, amount: 2128071, owner: Silver	
[4/23/23 12:34AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Silver	
[4/23/23 12:36AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Silver	
[4/23/23 12:36AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Silver	
[4/23/23 12:51AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Silver	
[4/23/23 12:51AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Silver	
[4/23/23 01:04AM] Player picked up item: Coin, id: 995, amount: 2054247, owner: Silver	
[4/23/23 01:04AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Silver	
[4/23/23 01:34AM] Player picked up item: Coin, id: 995, amount: 2462280, owner: Silver	
[4/23/23 01:34AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Silver	
[4/23/23 01:35AM] Player picked up item: Coin, id: 995, amount: 3879693, owner: Silver	
[4/23/23 01:35AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Silver	
[4/23/23 02:05AM] Player picked up item: Coin, id: 995, amount: 1035284, owner: Silver	
[4/23/23 02:05AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Silver	
[4/23/23 02:33AM] Player picked up item: Coin, id: 995, amount: 1599028, owner: Silver	
[4/23/23 02:33AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Silver	
[4/23/23 02:34AM] Player picked up item: Coin, id: 995, amount: 2476681, owner: Silver	
[4/23/23 02:35AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Silver	
[4/23/23 02:35AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Silver	
[4/23/23 02:36AM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Silver	
[4/23/23 02:36AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Silver	
[4/23/23 03:13AM] Player picked up item: Coin, id: 995, amount: 1492495, owner: Silver	
[4/23/23 03:13AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Silver	
[4/23/23 03:14AM] Player picked up item: Coin, id: 995, amount: 4323226, owner: Silver	
[4/23/23 03:14AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Silver	
[4/23/23 03:14AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Silver	
[4/23/23 03:14AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Silver	
[4/23/23 03:15AM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Silver	
[4/23/23 03:15AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Silver	
[4/23/23 03:31AM] Player picked up item: Coin, id: 995, amount: 1682382, owner: Silver	
[4/23/23 03:31AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Silver	
[4/23/23 03:32AM] Player picked up item: Coin, id: 995, amount: 2499869, owner: Silver	
[4/23/23 03:32AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Silver	
[4/23/23 03:33AM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Silver	
[4/23/23 03:33AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Silver	
[4/23/23 03:40AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Silver	
[4/23/23 03:40AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Silver	
[4/23/23 03:42AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Silver	
[4/23/23 03:42AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Silver	
[4/23/23 04:05AM] Player picked up item: Coin, id: 995, amount: 1388858, owner: Silver	
[4/23/23 04:05AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Silver	
[4/23/23 04:06AM] Player picked up item: Coin, id: 995, amount: 2444335, owner: Silver	
[4/23/23 04:06AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Silver	
[4/23/23 04:31AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Silver	
[4/23/23 04:32AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Silver	
[4/23/23 04:32AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Silver	
[4/23/23 04:32AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Silver	
[4/23/23 04:35AM] Player picked up item: Coin, id: 995, amount: 1151081, owner: Silver	
[4/23/23 04:35AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Silver	
[4/23/23 05:05AM] Player picked up item: Coin, id: 995, amount: 2001554, owner: Silver	
[4/23/23 05:05AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Silver	
[4/23/23 05:05AM] Player picked up item: Coin, id: 995, amount: 3640716, owner: Silver	
[4/23/23 05:05AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Silver	
[4/23/23 05:35AM] Player picked up item: Coin, id: 995, amount: 1961603, owner: Silver	
[4/23/23 05:35AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Silver	
[4/23/23 06:05AM] Player picked up item: Coin, id: 995, amount: 1659271, owner: Silver	
[4/23/23 06:05AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Silver	
[4/23/23 06:05AM] Player picked up item: Coin, id: 995, amount: 3971894, owner: Silver	
[4/23/23 06:05AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Silver	
[4/23/23 06:35AM] Player picked up item: Coin, id: 995, amount: 1559793, owner: Silver	
[4/23/23 06:35AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Silver	
[4/23/23 07:05AM] Player picked up item: Coin, id: 995, amount: 2307961, owner: Silver	
[4/23/23 07:05AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Silver	
[4/23/23 07:05AM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Silver	
[4/23/23 07:05AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Silver	
[4/23/23 07:35AM] Player picked up item: Coin, id: 995, amount: 1334096, owner: Silver	
[4/23/23 07:35AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Silver	
[4/23/23 08:05AM] Player picked up item: Coin, id: 995, amount: 1663399, owner: Silver	
[4/23/23 08:05AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Silver	
[4/23/23 08:05AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Silver	
[4/23/23 08:05AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Silver	
[4/23/23 09:05AM] Player picked up item: Coin, id: 995, amount: 1668291, owner: Silver	
[4/23/23 09:05AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Silver	
[4/23/23 09:05AM] Player picked up item: Coin, id: 995, amount: 3691134, owner: Silver	
[4/23/23 09:38AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Silver	
[4/23/23 09:38AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Silver	
[4/23/23 09:39AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Silver	
[4/23/23 09:39AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Silver	
[4/23/23 09:44AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Silver	
[4/23/23 09:44AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Silver	
[4/23/23 10:53AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Silver	
[4/23/23 10:53AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Silver	
[4/23/23 12:02PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Silver	
[4/23/23 12:02PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Silver	
[4/23/23 12:03PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Silver	
[4/23/23 12:03PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Silver	
[4/23/23 12:04PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Silver	
[4/23/23 12:04PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Silver	
[4/23/23 01:38PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Silver	
[4/23/23 01:39PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Silver	
[4/23/23 02:35PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Silver	
[4/23/23 02:35PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Silver	
[4/23/23 02:53PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Silver	
[4/23/23 02:53PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Silver	
[4/23/23 02:55PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Silver	
[4/23/23 02:55PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Silver	
