[4/18/23 02:25PM] Player picked up item: Coin, id: 995, amount: 100, owner: Desteen	
[4/18/23 02:25PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Desteen	
[4/18/23 02:25PM] Player picked up item: Coin, id: 995, amount: 100, owner: Desteen	
[4/18/23 02:25PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Desteen	
[4/18/23 02:25PM] Player picked up item: Coin, id: 995, amount: 100, owner: Desteen	
[4/18/23 02:25PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Desteen	
[4/18/23 02:25PM] Player picked up item: Coin, id: 995, amount: 100, owner: Desteen	
[4/18/23 02:25PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Desteen	
[4/18/23 02:26PM] Player picked up item: Coin, id: 995, amount: 100, owner: Desteen	
[4/18/23 02:26PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Desteen	
[4/18/23 02:26PM] Player picked up item: Coin, id: 995, amount: 100, owner: Desteen	
[4/18/23 02:26PM] Player picked up item: Blurite Amulet, id: 19991, amount: 1, owner: Desteen	
[4/18/23 02:26PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Desteen	
[4/18/23 02:26PM] Player picked up item: Coin, id: 995, amount: 100, owner: Desteen	
[4/18/23 02:26PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Desteen	
[4/18/23 02:27PM] Player picked up item: Coin, id: 995, amount: 100, owner: Desteen	
[4/18/23 02:27PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Desteen	
[4/18/23 02:27PM] Player picked up item: Coin, id: 995, amount: 100, owner: Desteen	
[4/18/23 02:27PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Desteen	
[4/18/23 02:27PM] Player picked up item: Coin, id: 995, amount: 100, owner: Desteen	
[4/18/23 02:27PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Desteen	
[4/18/23 02:28PM] Player picked up item: Coin, id: 995, amount: 100, owner: Desteen	
[4/18/23 02:28PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Desteen	
[4/18/23 02:28PM] Player picked up item: Coin, id: 995, amount: 200, owner: Desteen	
[4/18/23 02:28PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Desteen	
[4/18/23 02:28PM] Player picked up item: Coin, id: 995, amount: 200, owner: Desteen	
[4/18/23 02:28PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Desteen	
[4/18/23 02:29PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Desteen	
[4/18/23 02:29PM] Player picked up item: Coin, id: 995, amount: 200, owner: Desteen	
[4/18/23 02:29PM] Player picked up item: Coin, id: 995, amount: 200, owner: Desteen	
[4/18/23 02:29PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Desteen	
[4/18/23 02:30PM] Player picked up item: Coin, id: 995, amount: 200, owner: Desteen	
[4/18/23 02:30PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Desteen	
[4/18/23 02:30PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Desteen	
[4/18/23 02:30PM] Player picked up item: Coin, id: 995, amount: 200, owner: Desteen	
[4/18/23 02:30PM] Player picked up item: Coin, id: 995, amount: 200, owner: Desteen	
[4/18/23 02:30PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Desteen	
[4/18/23 02:30PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Desteen	
[4/18/23 02:30PM] Player picked up item: Coin, id: 995, amount: 200, owner: Desteen	
[4/18/23 02:31PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Desteen	
[4/18/23 02:31PM] Player picked up item: Coin, id: 995, amount: 200, owner: Desteen	
[4/18/23 02:31PM] Player picked up item: Coin, id: 995, amount: 200, owner: Desteen	
[4/18/23 02:31PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Desteen	
[4/18/23 02:31PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Desteen	
[4/18/23 02:31PM] Player picked up item: Coin, id: 995, amount: 200, owner: Desteen	
[4/18/23 02:32PM] Player picked up item: Coin, id: 995, amount: 200, owner: Desteen	
[4/18/23 02:32PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Desteen	
[4/18/23 02:32PM] Player picked up item: Coin, id: 995, amount: 200, owner: Desteen	
[4/18/23 02:32PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Desteen	
[4/18/23 02:32PM] Player picked up item: Coin, id: 995, amount: 200, owner: Desteen	
[4/18/23 02:32PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Desteen	
[4/18/23 02:32PM] Player picked up item: Coin, id: 995, amount: 200, owner: Desteen	
[4/18/23 02:32PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Desteen	
[4/18/23 02:34PM] Player picked up item: Coin, id: 995, amount: 200, owner: Desteen	
[4/18/23 02:34PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Desteen	
[4/18/23 02:34PM] Player picked up item: Coin, id: 995, amount: 200, owner: Desteen	
[4/18/23 02:34PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Desteen	
[4/18/23 02:34PM] Player picked up item: Coin, id: 995, amount: 200, owner: Desteen	
[4/18/23 02:34PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Desteen	
[4/18/23 02:34PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Desteen	
[4/18/23 02:34PM] Player picked up item: Coin, id: 995, amount: 200, owner: Desteen	
[4/18/23 02:34PM] Player picked up item: Coin, id: 995, amount: 200, owner: Desteen	
[4/18/23 02:34PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Desteen	
[4/18/23 02:41PM] Player picked up item: Coin, id: 995, amount: 300, owner: Desteen	
[4/18/23 02:41PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Desteen	
[4/18/23 02:41PM] Player picked up item: Coin, id: 995, amount: 300, owner: Desteen	
[4/18/23 02:41PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Desteen	
[4/18/23 02:41PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Desteen	
[4/18/23 02:41PM] Player picked up item: Coin, id: 995, amount: 300, owner: Desteen	
[4/18/23 02:41PM] Player picked up item: Coin, id: 995, amount: 300, owner: Desteen	
[4/18/23 02:41PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Desteen	
[4/18/23 02:41PM] Player picked up item: Coin, id: 995, amount: 1591868, owner: Desteen	
[4/18/23 02:41PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Desteen	
[4/18/23 02:42PM] Player picked up item: Coin, id: 995, amount: 300, owner: Desteen	
[4/18/23 02:42PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Desteen	
[4/18/23 02:42PM] Player picked up item: Coin, id: 995, amount: 600, owner: Desteen	
[4/18/23 02:42PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Desteen	
[4/18/23 02:42PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Desteen	
[4/18/23 02:42PM] Player picked up item: Coin, id: 995, amount: 600, owner: Desteen	
[4/18/23 02:42PM] Player picked up item: Coin, id: 995, amount: 300, owner: Desteen	
[4/18/23 02:42PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Desteen	
[4/18/23 02:43PM] Player picked up item: Coin, id: 995, amount: 300, owner: Desteen	
[4/18/23 02:43PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Desteen	
[4/18/23 02:43PM] Player picked up item: Coin, id: 995, amount: 600, owner: Desteen	
[4/18/23 02:43PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Desteen	
[4/18/23 02:44PM] Player picked up item: Coin, id: 995, amount: 600, owner: Desteen	
[4/18/23 02:44PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Desteen	
[4/18/23 02:44PM] Player picked up item: Coin, id: 995, amount: 300, owner: Desteen	
[4/18/23 02:44PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Desteen	
[4/18/23 02:45PM] Player picked up item: Coin, id: 995, amount: 900, owner: Desteen	
[4/18/23 02:45PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Desteen	
[4/18/23 02:45PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Desteen	
[4/18/23 02:45PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Desteen	
[4/18/23 02:46PM] Player picked up item: Coin, id: 995, amount: 900, owner: Desteen	
[4/18/23 02:46PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Desteen	
[4/18/23 02:46PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Desteen	
[4/18/23 02:46PM] Player picked up item: Coin, id: 995, amount: 300, owner: Desteen	
[4/18/23 02:46PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Desteen	
[4/18/23 02:46PM] Player picked up item: Coin, id: 995, amount: 300, owner: Desteen	
[4/18/23 02:47PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Desteen	
[4/18/23 02:47PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Desteen	
[4/18/23 02:48PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Desteen	
[4/18/23 02:48PM] Player picked up item: Coin, id: 995, amount: 300, owner: Desteen	
[4/18/23 02:49PM] Player picked up item: Coin, id: 995, amount: 800, owner: Desteen	
[4/18/23 02:49PM] Player picked up item: Coin, id: 995, amount: 400, owner: Desteen	
[4/18/23 02:49PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Desteen	
[4/18/23 02:49PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Desteen	
[4/18/23 02:49PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Desteen	
[4/18/23 02:49PM] Player picked up item: Coin, id: 995, amount: 400, owner: Desteen	
[4/18/23 02:49PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Desteen	
[4/18/23 02:49PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Desteen	
[4/18/23 02:49PM] Player picked up item: Coin, id: 995, amount: 400, owner: Desteen	
[4/18/23 02:49PM] Player picked up item: Coin, id: 995, amount: 400, owner: Desteen	
[4/18/23 02:49PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Desteen	
[4/18/23 02:52PM] Player picked up item: Coin, id: 995, amount: 1600, owner: Desteen	
[4/18/23 02:54PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Desteen	
[4/18/23 02:55PM] Player picked up item: Blurite Cape, id: 20400, amount: 1, owner: Desteen	
[4/18/23 02:55PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Desteen	
[4/18/23 02:55PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Desteen	
[4/18/23 02:55PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Desteen	
[4/18/23 03:04PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Desteen	
[4/18/23 03:04PM] Player picked up item: Lava bones, id: 2023, amount: 8, owner: Desteen	
[4/18/23 03:05PM] Player picked up item: Coin, id: 995, amount: 500, owner: Desteen	
[4/18/23 03:05PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Desteen	
[4/18/23 03:07PM] Player picked up item: Coin, id: 995, amount: 600, owner: Desteen	
[4/18/23 03:07PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Desteen	
[4/18/23 03:11PM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Desteen	
[4/18/23 03:12PM] Player picked up item: Coin, id: 995, amount: 2191424, owner: Desteen	
[4/18/23 03:12PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Desteen	
[4/18/23 03:14PM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Desteen	
